3-beta-hydroxysteroid dehydrogenase, type II, deficiency	3-beta-hydroxysteroid dehydrogenase
Senior-Loken syndrome-1	Senior-Loken syndrome
Septic shock, susceptibility to	Septic shock
Severe combined immunodeficiency, Athabascan type	Severe combined immunodeficiency
Severe combined immunodeficiency, B cell-negative	Severe combined immunodeficiency
Severe combined immunodeficiency, T-cell negative, B-cell/natural killer cell-positive type	Severe combined immunodeficiency
Severe combined immunodeficiency, X-linked	Severe combined immunodeficiency
Sex reversal, XY, with adrenal failure	Sex reversal
Short stature, autosomal dominant, with normal serum growth hormone binding protein	Short stature
Short stature, idiopathic	Short stature
Short stature, idiopathic familial	Short stature
Short stature, pituitary and cerebellar defects, and small sella turcica	Short stature
Sialic acid storage disorder, infantile	Sialic acid storage disorder
Sialidosis, type I	Sialidosis
Sialidosis, type II	Sialidosis
Simpson-Golabi-Behmel syndrome, type 1	Simpson-Golabi-Behmel syndrome
Simpson-Golabi-Behmel syndrome, type 2	Simpson-Golabi-Behmel syndrome
Smith-Lemli-Opitz syndrome, type I	Smith-Lemli-Opitz syndrome
Smith-Lemli-Opitz syndrome, type II	Smith-Lemli-Opitz syndrome
Spastic ataxia, Charlevoix-Saguenay type	Spastic ataxia
Spastic ataxia, autosomal dominant	Spastic ataxia
Spastic cerebral palsy, symmetric	Spastic cerebral palsy
Spastic paralysis, infantile onset ascending	Spastic paralysis
Spastic paraplegia 10	Spastic paraplegia
Spastic paraplegia 14, autosomal recessive	Spastic paraplegia
Spastic paraplegia-11	Spastic paraplegia
Spastic paraplegia-12	Spastic paraplegia
Spastic paraplegia-13	Spastic paraplegia
Spastic paraplegia-15	Spastic paraplegia
Spastic paraplegia-16, X-linked, complicated	Spastic paraplegia
Spastic paraplegia-17	Spastic paraplegia
Spastic paraplegia-19	Spastic paraplegia
Spastic paraplegia-2	Spastic paraplegia
Spastic paraplegia-4	Spastic paraplegia
Spastic paraplegia-6	Spastic paraplegia
Spastic paraplegia-7	Spastic paraplegia
Spastic paraplegia-8	Spastic paraplegia
Spastic paraplegia-9	Spastic paraplegia
Specific language impairment QTL, 1	Specific language impairment QTL
Specific language impairment QTL, 2	Specific language impairment QTL
Speech-language disorder-1	Speech-language disorder
Spherocytosis, hereditary	Spherocytosis
Spherocytosis, hereditary, Japanese type	Spherocytosis
Spherocytosis, recessive	Spherocytosis
Spherocytosis-1	Spherocytosis
Spherocytosis-2	Spherocytosis
Spina bifida, risk of}, 601634	Spina bifida
Spinal muscular atrophy, X-linked lethal infantile	Spinal muscular atrophy
Spinal muscular atrophy, chronic distal, autosomal recessive	Spinal muscular atrophy
Spinal muscular atrophy, congenital nonprogressive, of lower limbs	Spinal muscular atrophy
Spinal muscular atrophy, distal, with upper limb predominance	Spinal muscular atrophy
Spinal muscular atrophy, juvenile	Spinal muscular atrophy
Spinal muscular atrophy-1	Spinal muscular atrophy
Spinal muscular atrophy-2	Spinal muscular atrophy
Spinal muscular atrophy-3	Spinal muscular atrophy
Spinal muscular atrophy-4	Spinal muscular atrophy
Spinocereballar ataxia-13	Spinocereballar ataxia
Spinocerebellar ataxia 12	Spinocerebellar ataxia
Spinocerebellar ataxia 16	Spinocerebellar ataxia
Spinocerebellar ataxia 17	Spinocerebellar ataxia
Spinocerebellar ataxia 19	Spinocerebellar ataxia
Spinocerebellar ataxia 8	Spinocerebellar ataxia
Spinocerebellar ataxia, autosomal recessive with axonal neuropathy	Spinocerebellar ataxia
Spinocerebellar ataxia, infantile-onset, with sensory neuropathy	Spinocerebellar ataxia
Spinocerebellar ataxia, recessive, non-Friedreich type 1	Spinocerebellar ataxia
Spinocerebellar ataxia-1	Spinocerebellar ataxia
Spinocerebellar ataxia-10	Spinocerebellar ataxia
Spinocerebellar ataxia-11	Spinocerebellar ataxia
Spinocerebellar ataxia-14	Spinocerebellar ataxia
Spinocerebellar ataxia-2	Spinocerebellar ataxia
Spinocerebellar ataxia-4	Spinocerebellar ataxia
Spinocerebellar ataxia-5	Spinocerebellar ataxia
Spinocerebellar ataxia-6	Spinocerebellar ataxia
Spinocerebellar ataxia-7	Spinocerebellar ataxia
Split hand/foot malformation, type 1	Split hand/foot malformation
Split hand/foot malformation, type 2	Split hand/foot malformation
Split hand/foot malformation, type 3	Split hand/foot malformation
Split-hand/foot malformation 5	Split-hand/foot malformation
Split-hand/foot malformation, type 4	Split-hand/foot malformation
Spondylocostal dysostosis, autosomal recessive, 1	Spondylocostal dysostosis
Spondylometaphyseal dysplasia, Japanese type	Spondylometaphyseal dysplasia
Squamous cell carcinoma, burn scar-related, somatic	Squamous cell carcinoma
Squamous cell carcinoma, head and neck	Squamous cell carcinoma
Stargardt disease 3	Stargardt disease
Stargardt disease 4	Stargardt disease
Stargardt disease-1	Stargardt disease
Startle disease, autosomal recessive	Startle disease
Startle disease/hyperekplexia, autosomal dominant	Startle disease/hyperekplexia
Stature QTL 12	Stature QTL
Stature QTL 13	Stature QTL
Stature QTL 6	Stature QTL
Stature QTL 7	Stature QTL
Stickler syndrome, type I	Stickler syndrome
Stickler syndrome, type II	Stickler syndrome
Stickler syndrome, type III	Stickler syndrome
Stroke, susceptibility to	Stroke
Subcortical laminal heteropia, X-linked	Subcortical laminal heteropia
Supranuclear palsy, progressive	Supranuclear palsy
Supranuclear palsy, progressive atypical	Supranuclear palsy
Symphalangism, proximal	Symphalangism
Syndactyly, type 1	Syndactyly
Syndactyly, type III	Syndactyly
Synostoses syndrome, multiple, 1	Synostoses syndrome
Synpolydactyly, type II	Synpolydactyly
Systemic lupus erythematosus, susceptibility	Systemic lupus erythematosus
Systemic lupus erythematosus, susceptibility to, 1	Systemic lupus erythematosus
Systemic lupus erythematosus, susceptibility to, 2	Systemic lupus erythematosus
Systemic lupus erythematosus, susceptibility to, 3	Systemic lupus erythematosus
Systemic lupus erythematosus, vitiligo-related, susceptibility to, 1	Systemic lupus erythematosus
T-cell immunodeficiency, congenital alopecia, and nail dystrophy	T-cell immunodeficiency
T-cell prolymphocytic leukemia, sporadic	T-cell prolymphocytic leukemia
TSC2 angiomyolipomas, renal, modifier of	TSC2 angiomyolipomas
Thalassemia, alpha-	Thalassemia
Thalassemia, delta-	Thalassemia
Thalassemias, alpha-	Thalassemias
Thalassemias, beta-	Thalassemias
Thanatophoric dysplasia, types I and II	Thanatophoric dysplasia
Thrombocythemia, essential	Thrombocythemia
Thrombocytopenia, X-linked	Thrombocytopenia
Thrombocytopenia, X-linked, intermittent	Thrombocytopenia
Thrombocytopenia, congenital amegakaryocytic	Thrombocytopenia
Thrombocytopenia, neonatal alloimmune	Thrombocytopenia
Thrombocytopenia-2	Thrombocytopenia
Thrombocytosis, familial X-linked	Thrombocytosis
Thrombophilia, dysfibrinogenemic	Thrombophilia
Thrombophilia, dysplasminogenemic	Thrombophilia
Thrombosis, hyperhomocysteinemic	Thrombosis
Thrombotic thrombocytopenic purpura, familial	Thrombotic thrombocytopenic purpura
Thyroid adenoma, hyperfunctioning	Thyroid adenoma
Thyroid carcinoma, follicular	Thyroid carcinoma
Thyroid carcinoma, nonmedullary, 1	Thyroid carcinoma
Thyroid carcinoma, nonmedullary, with cell oxyphilia	Thyroid carcinoma
Thyroid carcinoma, papillary	Thyroid carcinoma
Thyroid carcinoma, papillary, with papillary renal neoplasia	Thyroid carcinoma
Thyroid hormone resistance, 274300	Thyroid hormone resistance
Toenail dystrophy, isolated	Toenail dystrophy
Transposition of great arteries, dextro-looped	Transposition of great arteries
Tremor, familial essential, 1	Tremor
Tremor, familial essential, 2	Tremor
Trichoepithelioma, multiple familial	Trichoepithelioma
Trichorhinophalangeal syndrome, type I	Trichorhinophalangeal syndrome
Trichorhinophalangeal syndrome, type III	Trichorhinophalangeal syndrome
Trifunctional protein deficiency, type 1	Trifunctional protein deficiency
Trifunctional protein deficiency, type II	Trifunctional protein deficiency
Tuberculosis, susceptibility to	Tuberculosis
Tuberous sclerosis-1	Tuberous sclerosis
Tuberous sclerosis-2	Tuberous sclerosis
Tubulopathy, encephalopathy, and liver failure due to complex III deficiency	Tubulopathy
Twinning, dizygotic	Twinning
Tyrosinemia, type I	Tyrosinemia
Tyrosinemia, type II	Tyrosinemia
Tyrosinemia, type III	Tyrosinemia
Tyrosinemia, type Ib	Tyrosinemia
UV-induced skin damage, vulnerability to	UV-induced skin damage
Ulcerative colitis, susceptibility to	Ulcerative colitis
Unna-Thost disease, nonepidermolytic	Unna-Thost disease
Urolithiasis, 2,8-dihydroxyadenine	Urolithiasis
Usher syndrome, type 1A	Usher syndrome
Usher syndrome, type 1B	Usher syndrome
Usher syndrome, type 1C	Usher syndrome
Usher syndrome, type 1D	Usher syndrome
Usher syndrome, type 1E	Usher syndrome
Usher syndrome, type 1F	Usher syndrome
Usher syndrome, type 1G	Usher syndrome
Usher syndrome, type 2A	Usher syndrome
Usher syndrome, type 2C	Usher syndrome
Usher syndrome, type 3	Usher syndrome
Usher syndrome, type IIB	Usher syndrome
Venous malformations, multiple cutaneous and mucosal	Venous malformations
Ventricular fibrillation, idiopathic	Ventricular fibrillation
Ventricular tachycardia, idiopathic	Ventricular tachycardia
Ventricular tachycardia, stress-induced polymorphic	Ventricular tachycardia
Viral infections, recurrent	Viral infections
Virilization, maternal and fetal, from placental aromatase deficiency	Virilization
Vitamin D-dependent coagulation defect 2	Vitamin D-dependent coagulation defect
Vitiligo, susceptibility to	Vitiligo
Vitreoretinopathy, neovascular inflammatory	Vitreoretinopathy
Vivax malaria, susceptibility to	Vivax malaria
Waardenburg syndrome, type 2B	Waardenburg syndrome
Waardenburg syndrome, type I	Waardenburg syndrome
Waardenburg syndrome, type IIA	Waardenburg syndrome
Waardenburg syndrome, type IIC	Waardenburg syndrome
Waardenburg syndrome, type III	Waardenburg syndrome
Waardenburg syndrome/albinism, digenic	Waardenburg syndrome/albinism
Waardenburg syndrome/ocular albinism, digenic	Waardenburg syndrome/ocular albinism
Waardenburg-Shah syndrome, neurologic variant	Waardenburg-Shah syndrome
Wernicke-Korsakoff syndrome, susceptibility to	Wernicke-Korsakoff syndrome
Wilms tumor susceptibility-5	Wilms tumor susceptibility
Wilms tumor, somatic	Wilms tumor
Wilms tumor, type 1	Wilms tumor
Wilms tumor, type 2	Wilms tumor
Wilms tumor, type 3	Wilms tumor
Wilms tumor, type 4	Wilms tumor
Wolfram syndrome 2	Wolfram syndrome
X inactivation, familial skewed, 2	X inactivation
X-inactivation, familial skewed	X-inactivation
Xanthinuria, type I	Xanthinuria
Xeroderma pigmentosum, group A	Xeroderma pigmentosum
Xeroderma pigmentosum, group B	Xeroderma pigmentosum
Xeroderma pigmentosum, group C	Xeroderma pigmentosum
Xeroderma pigmentosum, group D	Xeroderma pigmentosum
Xeroderma pigmentosum, group E, DDB-negative subtype	Xeroderma pigmentosum
Xeroderma pigmentosum, group E, subtype 2	Xeroderma pigmentosum
Xeroderma pigmentosum, group F	Xeroderma pigmentosum
Xeroderma pigmentosum, group G	Xeroderma pigmentosum
Xeroderma pigmentosum, variant type	Xeroderma pigmentosum
Zellweger syndrome, complementation group 9	Zellweger syndrome
Zellweger syndrome, complementation group G	Zellweger syndrome
Zellweger syndrome-1	Zellweger syndrome
Zellweger syndrome-2	Zellweger syndrome
Zellweger syndrome-3	Zellweger syndrome
congestive heart failure, susceptibility to	congestive heart failure
van Buchem disease, type 2	van Buchem disease
van der Woude syndrome 2	van der Woude syndrome
von Hippel-Lindau disease, modification of	von Hippel-Lindau disease
