chip_vendor	chip_type	create_date	genome-species	genome-version	netaffx-annotation-netaffx-build	probeset_id	gene_symbol	gene_desc	chr_location	strand	refseq_accn
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	34260_at	TELO2	TEL2, telomere maintenance 2, homolog (S. cerevisiae)	chr16p13.3	-	NP_057195
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	34406_at	PACS2	phosphofurin acidic cluster sorting protein 2	chr14q32.33	-	NP_001094383|NP_001230056|NP_056012
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	34408_at	RTN2	reticulon 2	chr19q13.32	-	NP_005610|NP_996783|NP_996784
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	34449_at	CASP2	caspase 2, apoptosis-related cysteine peptidase	chr7q34-q35	-	NP_001215|NP_116764|NP_116765
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	34471_at	MYH8	myosin, heavy chain 8, skeletal muscle, perinatal	chr17p13.1	-	NP_002463
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	34478_at	RAB11B	RAB11B, member RAS oncogene family	chr19p13.2	-	NP_004209
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	34689_at	TREX1	three prime repair exonuclease 1	chr3p21.31	-	NP_057465|NP_338599
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	34697_at	LRP6	low density lipoprotein receptor-related protein 6	chr12p13.2	-	NP_002327
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	34726_at	CACNB3	calcium channel, voltage-dependent, beta 3 subunit	chr12q13	-	NP_000716|NP_001193844|NP_001193845|NP_001193846
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	34764_at	LARS2	leucyl-tRNA synthetase 2, mitochondrial	chr3p21.3	-	NP_056155
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	34846_at	CAMK2B	calcium/calmodulin-dependent protein kinase II beta	chr7p14.3-p14.1	-	NP_001211|NP_742075|NP_742076|NP_742077|NP_742078|NP_742079|NP_742080|NP_742081
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	34858_at	KCTD2	potassium channel tetramerisation domain containing 2	chr17q25.1	-	NP_056168
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	34868_at	SMG5	smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)	chr1q21.2	-	NP_056142
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35147_at	MCF2L	MCF.2 cell line derived transforming sequence-like	chr13q34	-	NP_001106203|NP_079255
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35148_at	TJP3	tight junction protein 3 (zona occludens 3)	chr19p13.3	-	NP_001254489|NP_001254490|NP_055243
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35150_at	CD40	CD40 molecule, TNF receptor superfamily member 5	chr20q12-q13.2	-	NP_001241|NP_690593
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35156_at	R3HCC1	R3H domain and coiled-coil containing 1	chr8p21.3	-	NP_001129580
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35160_at	LDB1	LIM domain binding 1	chr10q24-q25	-	NP_001106878|NP_003884
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35179_at	B3GAT3	beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)	chr11q12.3	-	NP_036332
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35201_at	HNRNPL	heterogeneous nuclear ribonucleoprotein L	chr19q13.2	-	NP_001005335|NP_001524
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35254_at	TRAFD1	TRAF-type zinc finger domain containing 1	chr12q	-	NP_001137378|NP_006691
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35265_at	FXR2	fragile X mental retardation, autosomal homolog 2	chr17p13.1	-	NP_004851
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35436_at	GOLGA2	golgin A2	chr9q34.11	-	NP_004477
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35617_at	MAPK7	mitogen-activated protein kinase 7	chr17p11.2	-	NP_002740|NP_620601|NP_620602|NP_620603
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35626_at	SGSH	N-sulfoglucosamine sulfohydrolase	chr17q25.3	-	NP_000190
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35666_at	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	chr3p21.3	-	NP_004177
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35671_at	GTF3C1	general transcription factor IIIC, polypeptide 1, alpha 220kDa	chr16p12	-	NP_001511
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35685_at	RING1	ring finger protein 1	chr6p21.3	-	NP_002922
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35776_at	ITSN1	intersectin 1 (SH3 domain protein)	chr21q22.1-q22.2	-	NP_001001132|NP_003015
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35820_at	GM2A	GM2 ganglioside activator	chr5q33.1	-	NP_000396|NP_001161079
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35846_at	THRA	thyroid hormone receptor, alpha	chr17q11.2	-	NP_001177847|NP_001177848|NP_003241|NP_955366
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	35974_at	LRMP	lymphoid-restricted membrane protein	chr12p12.1	-	NP_001191055|NP_001191056|NP_006143
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36004_at	IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma	chrXq28	-	NP_001093326|NP_001093327|NP_001138727|NP_003630
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36019_at	STK19	serine/threonine kinase 19	chr6p21.3	-	NP_004188|NP_115830
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36030_at	IFFO1	intermediate filament family orphan 1	chr12p13.3	-	NP_001034759|NP_001180386|NP_542768
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36084_at	CUL7	cullin 7	chr6p21.1	-	NP_001161842|NP_055595
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36129_at	SGSM2	small G protein signaling modulator 2	chr17p13.3	-	NP_001091979|NP_055668
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36475_at	GCAT	glycine C-acetyltransferase	chr22q13.1	-	NP_001165161|NP_055106
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36499_at	CELSR2	cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)	chr1p21	-	NP_001399
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36545_s_at	SFI1	Sfi1 homolog, spindle assembly associated (yeast)	chr22q12.2	-	NP_001007468|NP_001245254|NP_001245255|NP_001245256|NP_055590
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36552_at	C2CD3	C2 calcium-dependent domain containing 3	chr11q13.4	-	NP_056346
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36553_at	ASMTL	acetylserotonin O-methyltransferase-like	chrXp22.3; Yp11.3	-	NP_001166944|NP_001166945|NP_004183
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36554_at	ASMTL	acetylserotonin O-methyltransferase-like	chrXp22.3; Yp11.3	-	NP_001166944|NP_001166945|NP_004183
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36564_at	RNF19B	ring finger protein 19B	chr1p35.1	-	NP_001120833|NP_699172
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36566_at	CTNS	cystinosin, lysosomal cystine transporter	chr17p13	-	NP_001026851|NP_004928
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36612_at	FAM168A	family with sequence similarity 168, member A	chr11q13.4	-	NP_055974
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36711_at	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	chr22q13.1	-	NP_001155044|NP_001155045|NP_001155046|NP_036455
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36742_at	TRIM15	tripartite motif containing 15	chr6p21.3	-	NP_150232
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36829_at	PER1	period homolog 1 (Drosophila)	chr17p13.1	-	NP_002607
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36830_at	MIPEP	mitochondrial intermediate peptidase	chr13q12	-	NP_005923
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36865_at	ANGEL1	angel homolog 1 (Drosophila)	chr14q24.3	-	NP_056120
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36888_at	HAUS5	HAUS augmin-like complex, subunit 5	chr19q13.12	-	NP_056117
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36907_at	MVK	mevalonate kinase	chr12q24	-	NP_000422|NP_001107657
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36920_at	MTM1	myotubularin 1	chrXq28	-	NP_000243
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36936_at	TSTA3	tissue specific transplantation antigen P35B	chr8q24.3	-	NP_003304
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	36994_at	ATP6V0C	ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c	chr16p13.3	-	NP_001185498|NP_001685
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37004_at	SFTPB	surfactant protein B	chr2p12-p11.2	-	NP_000533|NP_942140
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37005_at	C1orf151-NBL1|NBL1	C1orf151-NBL1 readthrough|neuroblastoma, suppression of tumorigenicity 1	chr1p36.13	-	NP_001191013|NP_001191014|NP_001191015|NP_001191017|NP_001191018|NP_005371|NP_877421
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37012_at	CAPZB	capping protein (actin filament) muscle Z-line, beta	chr1p36.1	-	NP_001193469|NP_001193470|NP_004921
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37020_at	CRP	C-reactive protein, pentraxin-related	chr1q21-q23	-	NP_000558
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37022_at	PRELP	proline/arginine-rich end leucine-rich repeat protein	chr1q32	-	NP_002716|NP_958505
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37028_at	PPP1R15A	protein phosphatase 1, regulatory subunit 15A	chr19q13.2	-	NP_055145
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37079_at	NUS1P3	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae) pseudogene 3	chr13q12	-	---
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37117_at	ARHGAP8|PRR5-ARHGAP8	Rho GTPase activating protein 8|PRR5-ARHGAP8 readthrough	chr22q13 /// chr22q13.31	-	NP_001017526|NP_001185655|NP_851851|NP_851852
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37145_at	GNLY	granulysin	chr2p11.2	-	NP_006424|NP_036615
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37152_at	PPARD	peroxisome proliferator-activated receptor delta	chr6p21.2	-	NP_001165289|NP_001165290|NP_001165291|NP_006229|NP_803184
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37170_at	BMP2K	BMP2 inducible kinase	chr4q21.21	-	NP_060063|NP_942595
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37201_at	ITIH4	inter-alpha-trypsin inhibitor heavy chain family, member 4	chr3p21.1	-	NP_001159921|NP_002209
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37226_at	BNIP1	BCL2/adenovirus E1B 19kDa interacting protein 1	chr5q33-q34	-	NP_001196|NP_053581|NP_053582|NP_053583
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37232_at	KIAA0586	KIAA0586	chr14q23.1	-	NP_001231118|NP_001231119|NP_001231120|NP_001231121|NP_001231122|NP_055564
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37254_at	ZNF133	zinc finger protein 133	chr20p11.23	-	NP_001076799|NP_003425
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37278_at	TAZ	tafazzin	chrXq28	-	NP_000107|NP_851828|NP_851829|NP_851830
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37384_at	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent, 1F	chr22q11.22	-	NP_055449
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37408_at	MRC2	mannose receptor, C type 2	chr17q23.2	-	NP_006030
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37424_at	CCHCR1	coiled-coil alpha-helical rod protein 1	chr6p21.3	-	NP_001099033|NP_001099034|NP_061925
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37425_g_at	CCHCR1	coiled-coil alpha-helical rod protein 1	chr6p21.3	-	NP_001099033|NP_001099034|NP_061925
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37433_at	PIAS2	protein inhibitor of activated STAT, 2	chr18q21.1	-	NP_004662|NP_775298
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37462_i_at	SF3A2	splicing factor 3a, subunit 2, 66kDa	chr19p13.3-p13.2	-	NP_009096
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37512_at	HSD17B6	hydroxysteroid (17-beta) dehydrogenase 6 homolog (mouse)	chr12q13	-	NP_003716
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37547_at	BBS9	Bardet-Biedl syndrome 9	chr7p14	-	NP_001028776|NP_001028777|NP_055266|NP_940820
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37549_g_at	BBS9	Bardet-Biedl syndrome 9	chr7p14	-	NP_001028776|NP_001028777|NP_055266|NP_940820
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37566_at	KIAA1045	KIAA1045	chr9p13.3	-	NP_056112
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37577_at	ARHGAP19	Rho GTPase activating protein 19	chr10q24.1	-	NP_001191229|NP_001243352|NP_116289
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37586_at	ZNF142	zinc finger protein 142	chr2q35	-	NP_001099007
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37590_g_at	---	---	---	-	---
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37652_at	CABIN1	calcineurin binding protein 1	chr22q11.23	-	NP_001186210|NP_001188358|NP_036427
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37793_r_at	RAD51D	RAD51 homolog D (S. cerevisiae)	chr17q11	-	NP_001136043|NP_002869|NP_598332
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37796_at	LRCH4|SAP25	leucine-rich repeats and calponin homology (CH) domain containing 4|Sin3A-associated protein, 25kDa	chr7q22 /// chr7q22.1	-	NP_001162153|NP_002310
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37802_r_at	FAM63B	family with sequence similarity 63, member B	chr15q21.3	-	NP_001035540|NP_001035543
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37831_at	SIPA1L3	signal-induced proliferation-associated 1 like 3	chr19q13.13	-	NP_055888
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37860_at	ZNF337	zinc finger protein 337	chr20p11.1	-	NP_056470
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37872_at	JRK	jerky homolog (mouse)	chr8q24.3	-	NP_001070995|NP_003715
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37892_at	COL11A1	collagen, type XI, alpha 1	chr1p21	-	NP_001177638|NP_001845|NP_542196|NP_542197
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37943_at	ZFYVE26	zinc finger, FYVE domain containing 26	chr14q24.1	-	NP_056161
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37950_at	PREP	prolyl endopeptidase	chr6q22	-	NP_002717
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37953_s_at	ASIC1	acid-sensing (proton-gated) ion channel 1	chr12q12	-	NP_001086|NP_001243759|NP_064423
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37965_at	PARVB	parvin, beta	chr22q13.2-q13.33	-	NP_001003828|NP_001230314|NP_001230315|NP_037459
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37966_at	PARVB	parvin, beta	chr22q13.2-q13.33	-	NP_001003828|NP_001230314|NP_001230315|NP_037459
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37986_at	EPOR	erythropoietin receptor	chr19p13.3-p13.2	-	NP_000112
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	37996_s_at	DMPK	dystrophia myotonica-protein kinase	chr19q13.3	-	NP_001075029|NP_001075031|NP_001075032|NP_004400
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38037_at	HBEGF	heparin-binding EGF-like growth factor	chr5q23	-	NP_001936
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38043_at	FAM3A	family with sequence similarity 3, member A	chrXq28	-	NP_001164603|NP_001164604|NP_001164605|NP_068578
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38069_at	CLCN7	chloride channel, voltage-sensitive 7	chr16p13	-	NP_001107803|NP_001278
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38149_at	ARHGAP25	Rho GTPase activating protein 25	chr2p13.3	-	NP_001007232|NP_001159748|NP_001159749|NP_055697
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38157_at	DOM3Z	dom-3 homolog Z (C. elegans)	chr6p21.3	-	NP_005501
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38158_at	ESPL1	extra spindle pole bodies homolog 1 (S. cerevisiae)	chr12q	-	NP_036423
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38241_at	BTN3A3	butyrophilin, subfamily 3, member A3	chr6p21.3	-	NP_001229732|NP_008925|NP_932078
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38269_at	PRKD2	protein kinase D2	chr19q13.3	-	NP_001073349|NP_001073350|NP_001073351|NP_057541
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38290_at	RGS14	regulator of G-protein signaling 14	chr5q35.3	-	NP_006471
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38340_at	HIP1R	huntingtin interacting protein 1 related	chr12q24	-	NP_003950
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38398_at	MADD	MAP-kinase activating death domain	chr11p11.2	-	NP_001129415|NP_001129416|NP_003673|NP_569826|NP_569827|NP_569828|NP_569829|NP_569830|NP_569831|NP_569832
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38447_at	ADRBK1	adrenergic, beta, receptor kinase 1	chr11q13.1	-	NP_001610
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38487_at	STAB1	stabilin 1	chr3p21.1	-	NP_055951
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38521_at	CD22	CD22 molecule	chr19q13.1	-	NP_001172028|NP_001172029|NP_001172030|NP_001762
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38671_at	PLXND1	plexin D1	chr3q22.1	-	NP_055918
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38691_s_at	SFTPC	surfactant protein C	chr8p21	-	NP_001165828|NP_001165881|NP_003009
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38703_at	DNPEP	aspartyl aminopeptidase	chr2q35	-	NP_036232
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38707_r_at	E2F4	E2F transcription factor 4, p107/p130-binding	chr16q21-q22	-	NP_001941
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38710_at	OTUB1	OTU domain, ubiquitin aldehyde binding 1	chr11q13.1	-	NP_060140
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38766_at	LOC100862671|SRCAP	uncharacterized LOC100862671|Snf2-related CREBBP activator protein	chr16p /// chr16p11.2	-	NP_001243758|NP_006653
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38892_at	KIAA0240	KIAA0240	chr6p21.1	-	NP_056164
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38918_at	SOX13	SRY (sex determining region Y)-box 13	chr1q32	-	NP_005677
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	38964_r_at	WAS	Wiskott-Aldrich syndrome (eczema-thrombocytopenia)	chrXp11.4-p11.21	-	NP_000368
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	39248_at	AQP3	aquaporin 3 (Gill blood group)	chr9p13	-	NP_004916
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	39249_at	AQP3	aquaporin 3 (Gill blood group)	chr9p13	-	NP_004916
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	39313_at	WNK1	WNK lysine deficient protein kinase 1	chr12p13.3	-	NP_001171914|NP_055638|NP_061852|NP_998820
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	39318_at	TCL1A	T-cell leukemia/lymphoma 1A	chr14q32.1	-	NP_001092195|NP_068801
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	39402_at	IL1B	interleukin 1, beta	chr2q14	-	NP_000567
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	39548_at	NPAS2	neuronal PAS domain protein 2	chr2q11.2	-	NP_002509
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	39549_at	NPAS2	neuronal PAS domain protein 2	chr2q11.2	-	NP_002509
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	39582_at	CYLD	cylindromatosis (turban tumor syndrome)	chr16q12.1	-	NP_001035814|NP_001035877|NP_056062
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	39650_s_at	PCNXL2	pecanex-like 2 (Drosophila)	chr1q42.2	-	NP_055616
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	396_f_at	EPOR	erythropoietin receptor	chr19p13.3-p13.2	-	NP_000112
