CloneID	Ch	Start	End	Gene	BxPC-3_vs_humd	DanG_vs_humd	HPAC_vs_humd	HUP-T4_vs_humd	PA-8902_vs_humd	Panc1_vs_humd	SU86.86_vs_humd
A_23_P351286	19	40519173	40519293	CD22	0.353389972	0.113779562	0.564262559	-0.042845473	-0.325724929	0.560645517	1.377650828
A_23_P209059	19	40529831	40529951	CD22	0.248678035	-0.009859502	0.09153781	-0.064355435	-0.226955977	-0.031999505	0.783149342
A_23_P39356	19	40535058	40535178	GPR40	0.131306759		-0.080861407	-0.013615722	-0.200308998	-0.013570199	0.649616436
A_23_P397391	19	40632968	40633088	GPR43	0.505924423	0.084806685			-0.115023833	0.04934073	0.391676804
A_23_P79049	19	40633519	40633639		0.059964135	-0.021826773	0.557064038	-0.10485725	-0.376634192	0.661787613	0.824791683
A_23_P320261	19	40679914	40680034	ZD52F10	0.559968263	0.02811418	0.500069463	-0.06857461	-0.024326971	0.473774631	1.287034078
A_23_P209101	19	40685995	40686115	ZD52F10	0.343516717	-0.051446413	0.471588687	-0.159240484	-0.363637642	0.286031694	1.149561371
A_23_P108251	19	40710595	40710715	UNQ698	0.423447343	-0.085325385		-0.063993422	-0.412612379	0.214511225	1.303170599
A_23_P430728	19	40732879	40732999	ATP4A	0.541061494	-0.025891643	0.138487576	-0.12562313	-0.423759241	0.294609546	1.401069405
A_23_P119642	19	40732884	40733004	ATP4A	0.619169385	-0.022330108	0.133091641	-0.132724648	-0.462949677	0.269182008	1.248255208
A_23_P101831	19	40827398	40827518	ETV2_HUMAN	0.129598211	-0.170544928		0.071223113	-0.084460676	-0.065633048	0.41502139
A_23_P108244	19	40841288	40841408	COX6B1	0.134258299	0.512438666	-0.23152076	0.714342592	0.503827112	0.174350502	0.516781927
A_23_P131036	19	40851200	40851320	UPK1A	0.269733966	-0.246556383	-0.060536443	-0.22842619	-0.36272131	0.005654967	0.828927007
A_23_P119634	19	40860519	40860639	UPK1A	0.224339362	-0.105806053		-0.072937564	-0.269326009	0.059853677	0.876251972
A_23_P131028	19	40899409	40899529	TZFP	0.00889554	-0.019331695	0.123330058	-0.008452799	-0.072779736	0.090280369	0.907854183
A_23_P142424	19	40921953	40922073	FLJ22573	0.003279104	-0.03058082	0.235897264	-0.137867325	-0.187743016	0.083932246	0.531090527
A_23_P326296	19	40927016	40927136	U2AF1L3	0.462414848	-0.004451294	0.136423036	-0.031074869	-0.198296402	0.168756103	1.227586457
A_23_P153807	19	40929522	40929642	PEN2	0.108260168	-0.087532414	0.164445001	-0.111284266	-0.074932476	0.070061233	1.014183178
A_23_P165186	19	40937126	40937246	F25965	-0.200114306	-0.032617963	0.023144127		-0.235309483	0.070715959	1.160548192
A_23_P303300	19	40951519	40951639	LOC148137	0.322462883	-0.173625545	0.1506874	-0.212714138	-0.535442584	0.13342125	0.545798566
A_23_P5189	19	40960535	40960655	SNX26	0.083660154	-0.174570776			1.642648555	-0.221913484	0.799089017
A_23_P404730	19	40971202	40971322	SNX26	0.343879192		0.036580646	-0.122972692	-0.35860079	0.324890193	1.608175054
A_23_P165196	19	40982688	40982808	PRODH2	-0.006700333	0.046011912	-0.039296666	0.007138592	-0.082004864	0.172679811	0.30982528
A_23_P5200	19	41008972	41009092	NPHS1	0.380434352	0.050522354	0.342405535	0.030046027	-0.29021107	0.383047188	1.419008086
A_23_P315451	19	41049696	41049816	KIRREL2	0.271562826	0.001951637		0.051572129	-0.211347532	0.120170681	1.114581789
A_23_P27983	19	41059202	41059322	APLP1	0.09980576		0.628081402	-0.013834554	-0.180073713	0.307435236	1.078261488
A_23_P16597	19	41070899	41071019	Q9BRG9		0.306336696	0.270305241	0.000709045		0.226666401	1.16521259
A_23_P383422	19	41071118	41071238	TA-NFKBH	0.362572454	-0.050512296	-0.016051073	-0.050037455	-0.167442559	0.082236926	1.209806546
A_23_P39386	19	41086839	41086959	HCST	-0.153864645	-0.426815739		-0.179775771	-0.08302638	0.057159749	-0.033081896
A_23_P27994	19	41087112	41087232	TYROBP	-0.091530018	0.127753511	-0.283235698	0.033197144	-0.271815575	0.36472558	1.446912386
A_23_P50775	19	41127804	41127924	LRFN3	0.250049782	0.015946485	0.021565759	-0.022768326	-0.104720639	0.124369584	0.955988507
A_23_P39396	19	41193648	41193768	MGC15677	0.106999093	0.009509697	-0.134741747	-0.021699976	-0.02898757	0.021416068	0.407044765
A_23_P50786	19	41197516	41197636	CLIPR-59	0.181944232	0.015304636	-0.01082636	-0.131288563	-0.223835391	0.033549956	0.853118549
A_23_P433820	19	41217723	41217843	THAP8		0.101471387	0.547569981	0.01101931	-0.366356179	0.541434473	1.37348061
A_23_P339705	19	41287290	41287410	C19orf14	-0.089781516	-0.05517829	-0.273354737	0.006506835	-0.292199074	-0.020653744	0.272995426
A_23_P56254	19	41298738	41298858	CKAP1	0.052487949	0.10597267	0.179786392	-0.037907004	0.142169497	0.049863216	
A_23_P67648	19	41332588	41332708	CAPNS1	0.034054046	-0.187234772	-0.138071146	-0.288644178	-0.273970202	0.062798965	0.306370654
A_23_P67661	19	41334157	41334277	COX7A1	0.147923076	0.075747187		0.0012812	-0.048996207	0.179429773	1.236109844
A_23_P101615	19	41365238	41365358	ZNF565	0.367419689	-0.172648274			-0.36113023	0.466637403	1.380528552
A_23_P108022	19	41421095	41421215	ZNF146	0.663090593	0.251048523	0.59209805	-0.060493253	-0.243628747	0.448749182	1.549719033
A_23_P416813	19	41575291	41575411	ZNF545	0.500303323	-0.085724594		-0.281457554	-0.431953809	0.51458148	1.384227278
A_23_P208752	19	41628679	41628799	Q9HA45		0.128741777	0.228126239	0.348574168	0.006619088	0.119776257	0.655255236
A_23_P433676	19	41727344	41727464	ZNF529	0.522579489	-0.244080321	0.278918715	-0.310306618	-0.625359181	0.434688525	1.329876507
A_23_P56022	19	41730247	41730367	ZNF529	0.48236783	-0.158445963	0.401777093	0.004917541	-0.041789938	0.370463768	1.211677701
A_23_P16354	19	41810178	41810298	MGC62100	0.55521105	-0.322803312				0.49172084	1.464322598
A_23_P67424	19	41821429	41821549	MGC62100	0.412904797	-0.146976502		-0.251069749	-0.618001598	0.521722749	1.258093889
A_23_P354894	19	41903733	41903853	MGC62100	0.417393504	-0.430295316	-0.370671169	-0.442730061	-0.916943609	0.146001661	1.559311793
A_23_P27761	19	41958082	41958202	MGC62100	0.102603534	0.080819283	0.403998469	0.291684829	0.019087203	0.412255459	1.026306209
A_23_P78825	19	42001333	42001453	MGC62100	0.394566177	-0.013919014		-0.105937537	-0.35395915	0.25259153	1.201951263
A_23_P39163	19	42060366	42060486	ZNF345	0.808153622	0.102619403	0.204270732	0.131654602	-0.31496754	1.767901014	1.525776366
A_23_P67737	19	42180700	42180820		0.461400875	-0.085347152	0.182609452	-0.117030404	-0.252942942	0.090827201	1.138434079
A_23_P380945	19	42312288	42312408	FLJ32191	0.210331076	-0.183279878		-0.271627809	-0.38608342	0.031741235	0.788748973
A_23_P319013	19	42425783	42425903	ZNF383	0.337026747	-0.082333296	0.321518599	-0.148394451	-0.432362342	0.541661278	1.11064746
A_23_P101932	19	42572491	42572611	Q8NB42	0.615916597	-0.163871413	0.170500052	-0.218427994	-0.363051816	0.388983025	1.265865467
A_23_P131128	19	42595270	42595390	ZNF569	0.611643217	-0.158456024	-0.260477214	-0.263918807	-0.462582953	0.252486409	1.24281157
A_23_P79145	19	42667541	42667661	ZNF570		-0.209338855		-0.199363716	-0.241195111	0.296495197	0.612007784
A_23_P108342	19	42747272	42747392	ZNF540	0.505543672	-0.22539616	0.05379307	-0.251867526	-0.436594905	0.257801571	1.136247845
A_23_P90542	19	42796479	42796599	ZNF540	0.593446973	-0.448905496	-0.119297512	-0.517208836	-0.785238569	-0.065466963	0.833234241
A_23_P119735	19	42816357	42816477	Y961_HUMAN	0.563185568	0.129282316			0.124535932	0.251553748	0.006722973
A_23_P419786	19	42851169	42851289	FLJ37549	0.434310305	-0.014411496	0.155307984	-0.195404191	-0.408962728	0.494199605	1.211686095
A_23_P27810	19	42879568	42879688	ZNF607	-0.008643092	0.020399133	-0.506191608	0.103028228	0.02970991	0.082505286	0.070175734
A_23_P339079	19	42921034	42921154	ZNF573	0.582805726	0.112227534	0.039381145	0.063050699	-0.128977306	0.113328518	0.289220298
A_23_P4993	19	43388514	43388634	O60292	0.165108458	0.270590965	0.631297156		0.210690017	0.188685551	0.087302564
A_23_P119452	19	43394145	43394265	DPF1	0.125513855	-0.151733694	-0.18194012	-0.033327261	-0.070854165	-0.033440407	-0.024925894
A_23_P27795	19	43474638	43474758	SPINT2	0.139115862		-0.415029463	0.259780438	0.313072547	0.33516751	0.392347358
A_23_P142239	19	43486033	43486153	Q9H5F7	0.568190463	0.240720042		0.12914686	0.280330634	0.630766544	0.351478554
A_23_P208788	19	43487360	43487480	C19orf33	0.092217613	-0.158011238	-0.073995106	-0.226703573	-0.050533333	0.070492397	0.408925131
A_23_P153625	19	43487551	43487671	LOC90522	-0.023350098	-0.104771573	0.074828238	-0.301059914	-0.073995707	-0.177679357	-0.240650507
A_23_P50591	19	43510596	43510716	KCNK6	0.324205564		1.391509726		0.184071698	0.319805202	-0.180569552
A_23_P56062	19	43547351	43547471	C19orf15	0.66958726		0.380515947	0.021164	0.093151135	0.307192424	0.364929208
A_23_P67459	19	43565988	43566108	PSMD8	0.050148946	-0.064315986	-0.030536494	-0.150860371	-0.045136144	-0.006449318	0.235939437
A_23_P333552	19	43566829	43566949	GGN	0.479779454	0.177156245		0.383828635	0.240068023	0.330378844	0.362209182
A_23_P369975	19	43591438	43591558	LOC147965	0.389098069	0.247245376	0.845086323	0.01677334	0.273371919	0.408287119	0.424601936
A_23_P165007	19	43591639	43591759	RASGRP4	0.399670815	0.147771529	0.398028786		0.204517259	0.230632635	0.057578046
A_23_P78867	19	43769744	43769864	RYR1	0.289530895	-0.279471553			-0.102004642	1.357666015	-0.009118191
A_23_P5005	19	43779932	43780052	MAP4K1	0.360387356	0.072519942	0.246675046	0.023881966	-0.041359873	2.015563745	0.335707613
A_23_P16394	19	43815680	43815800	eIF3k	0.323463649	0.068037564	0.057393104	0.003661679	-0.050302937	0.594800679	0.688579362
A_23_P413208	19	43817484	43817604	eIF3k	0.000455169	-0.741596434	-0.689434711	-0.220231348	-0.33776927	0.563402181	-0.024405574
A_23_P101655	19	43912084	43912204	ACTN4	0.095024416	-0.122621952		-0.275922016		0.705906799	0.08964244
A_23_P16408	19	43913023	43913143	CAPN12	0.376569709	0.033687308	0.449322043	0.020858232	0.096256246	0.945593203	0.33419462
A_23_P153848	19	43998016	43998136	ECH1	0.498400264	0.139189556	0.432217492	-0.005844658	-0.218463608	1.558828679	2.748676886
A_23_P142455	19	44061284	44061404	SIRT2	0.588588906	0.140514195	0.318009731	0.055186064	-0.259364851	1.841748596	2.712458839
A_23_P79086	19	44087445	44087565	NFKBIB	0.513599815	0.108688968	0.317185792	0.051110129	-0.351192283	1.703770013	
A_23_P90484	19	44097803	44097923	SARS2	0.278748784	-0.223034605	-0.218323098	-0.149366549	-0.66234803	0.704944942	1.753993573
A_23_P50807	19	44115348	44115468	MRPS12	0.268848925	-0.060147033	0.199231285	-0.091498502	-0.41829069	0.893135738	1.662249972
A_23_P108281	19	44207255	44207375	FBXO27	0.232077824	-0.122104444	-0.14259626	-0.220301921	-0.222260962	0.40871458	0.869228869
A_23_P56278	19	44293384	44293504		0.204972547	0.03327021	-0.237439611	-0.240313881	-0.327944413	1.217966153	1.754400032
A_23_P67683	19	44361323	44361443	PAK4	0.23530255	-0.089333158	0.193757852	-0.096254907	0.135252586	0.246535073	0.822133349
A_23_P131063	19	44385347	44385467		0.282362944	0.129288814	0.226902004	0.050371976	-0.032838127	1.007841496	
A_23_P337800	19	44480870	44480990	IL29	0.22811814	0.088609906	0.337543159	-0.092988884	-0.350479151	2.872694222	1.104804772
A_23_P353458	19	44489929	44490049	Q9P244	0.22358129	-0.030663945		0.00362146	-0.108198761	2.434647201	1.054847435
A_23_P208866	19	44510866	44510986	GMFG	0.405173043				-0.539728663	1.311334957	1.331511262
A_23_P67496	19	44552181	44552301	Q9NW90	0.166478006		0.649474064		-0.451889716	2.289058025	1.179371896
A_23_P142266	19	44568424	44568544	PD2	0.196577613	0.113825435	0.287347347	0.138469884	0.061365228	1.623383601	1.126247027
A_23_P39237	19	44591537	44591657	ZFP36	0.575345653	0.067873447		-0.016265882	-0.211276948	3.296797633	2.219005483
A_23_P27835	19	44658888	44659008	SUPT5H	0.337121251	-0.112995418	-0.121330715	-0.177383308	-0.679806411	2.887907607	1.955169998
A_23_P16433	19	44690461	44690581	DLL3	0.525088834	0.147487152	0.249199408	0.022869478	-0.119092243	3.516307722	2.147555686
A_23_P368259	19	44714061	44714181	FLJ38944	0.491492791	0.028482302		-0.025634749	-0.054090955	3.348566485	2.103403589
A_23_P365844	19	44721348	44721468	CRI2	0.550392652	0.219588216		0.06084853	-0.137976855	3.710988261	2.202082011
A_23_P5035	19	44789821	44789941	LGALS13	0.524433412	-0.282699843	0.056044152	-0.238543006	-0.302455316	3.290915616	2.391813808
A_23_P165042	19	44823022	44823142		0.233895922	0.373150073	0.171410682	0.28437491	0.113936962	2.176616105	1.648617744
A_23_P153662	19	44889625	44889745	LGALS14	0.156894875	-0.185779474	0.43921415	-0.331759353	-0.454063986	2.102543698	1.230368229
A_23_P101684	19	44913800	44913920	CLC	0.524839847	0.117612234			0.014025077	3.281982207	2.293299162
A_23_P90297	19	45008164	45008284	DYRK1B	-0.107469097	-0.050265323	-0.161814635	-0.083016221	-0.196300677	0.099138056	0.12508507
A_23_P78888	19	45016912	45017032	FBL	0.26195195	0.102805492	0.539751673		-0.423473321	3.375715753	
A_23_P32896	19	45045846	45045966	FCGBP	0.111892542	0.132113794		-0.086150519	-0.07112889	2.46627148	1.488671908
A_23_P21495	19	45045847	45045967	FCGBP	0.382505852	0.221821812	0.317065523	-0.115419696	-0.194936033	2.594437947	
A_23_P328786	19	45212798	45212918	ZNF546	0.442446129	-0.078560894	0.201826277	-0.225897691	-0.52824297	3.431475769	1.789561154
A_23_P130876	19	45213619	45213739	ZNF546	0.027771584	-0.275078969	0.113099495	-0.263776224		2.67593864	1.36759015
A_23_P67503	19	45412677	45412797	MAP3K10	0.087959986	0.007817674	-0.044127182	0.109826917	0.053426986	0.414829073	
A_23_P332392	19	45413912	45414032	MGC33962		0.04799718	0.47724438	-0.16653989	-0.23341256	1.536937534	0.605860475
A_23_P78903	19	45420542	45420662	FLJ13265	0.371773344	-0.193036706			-0.147992086	1.785058373	1.306671631
A_23_P208870	19	45430482	45430602	Q8TBE2	0.182170235	0.032004547	0.245330998	-0.110680496	-0.147548527	2.244282156	1.455089508
A_23_P373475	19	45432762	45432882	AKT2	0.395665236	-0.1949162	-0.236637264	-0.239891448	-0.606575586	3.593359563	2.23315336
A_23_P50320	19	45577711	45577831	HIPK4	-0.153148326	0.466995956	-0.181342303	0.467058296	0.381548937	0.101994109	0.633421981
A_23_P429959	19	45591532	45591652	PRX	0.297460132	-0.096419398	-0.027320205	-0.041537206	-0.280308905	-0.243462958	2.097591784
A_23_P218462	19	45620236	45620356	SERTAD1	0.249827973	0.131143911		0.100204027	0.063738654	0.039367415	1.585439319
A_23_P141954	19	45638587	45638707	SERTAD3	0.378966	0.344251224	0.371329152	0.104751861	-0.14199863	-0.298136791	2.426062695
A_23_P153351	19	45649097	45649217	BLVRB	0.068989265	-0.342650745			-0.304063231	-0.391447558	0.948477029
A_23_P256652	19	45773905	45774025	SPTBN4	-0.335792834	0.151171954	-0.057915045	-0.297438798	-0.300448996	0.078118413	0.963426456
A_23_P130560	19	45788971	45789091	LOC92799	-0.081888096	-0.072193304	-0.070337099	-0.082098005	-0.204511932	-0.243982582	1.646914773
A_23_P141946	19	45827333	45827453	LTBP4	0.341899742	0.089884438	0.041501141	-0.03178345	-0.05106979		2.152577442
A_23_P164726	19	45864913	45865033	NUMBL	0.450072033	0.033674574	0.247144162	-0.096373234	-0.115935393	-0.219653517	2.288207988
A_23_P208409	19	45889421	45889541	ADCK4	0.252881579	-0.020023274		-0.130874057	-0.188449356	-0.354603699	2.182633427
A_23_P164718	19	45961305	45961425	SNRPA	0.26558922	0.065254696	0.594918825	0.024526455	-0.333901294	-0.048247751	2.27285361
A_23_P16119	19	45978096	45978216	RAB4B	0.097954615	-0.054945805	-0.061363067	-0.085134042	-0.276530864	-0.227934764	1.872354809
A_23_P133307	19	45979828	45979948	RAB4B	0.202624435	0.044776178		-0.17312787	-0.219319457	-0.062403146	1.423358222
A_23_P7462	19	46005855	46005975	EGLN2	0.468544294	0.106890806	0.476965898	3.52E-05	-0.095022987	0.003873914	1.706357689
A_23_P208373	19	46215304	46215424	CYP2B6	-0.065746137	0.056992129	-0.138538339	0.140562792		0.024410525	-0.666450253
A_23_P55779	19	46293513	46293633	CYP2A13	0.511421918	-0.425379906	-0.507789999	-0.484400789	-0.870553291	-0.573646902	1.481491128
A_23_P101374	19	46404861	46404981	CYP2S1	0.326850981	0.005353944	0.172794428		-0.507079514	-0.303298898	-0.391469037
A_23_P208389	19	46459174	46459294	AXL	0.551002174	0.151395592	0.328405193		-0.15725249	-0.285160783	-0.260445084
A_23_P119178	19	46500352	46500472	HNRPUL1	0.150549144	-0.023970906	-0.311971501	-0.135580048	-0.471857605	0.300547979	0.257968939
A_23_P55787	19	46506066	46506186		0.443266325	0.145485285	0.337783465	-0.121520137	-0.19832097	-0.231214801	-0.197715389
A_23_P208393	19	46518225	46518345	MGC20255	0.357160016	-0.155346044	-0.103062499	-0.181919887	-0.471971754	-0.242333096	-0.034899413
A_23_P398044	19	46522472	46522592	MGC20255	0.298410447	0.092921855	0.166305125	-0.133706076	-0.185341376	-0.098835705	-0.454693967
A_23_P412335	19	46528736	46528856	TGFB1	0.14140252	-0.019715288	0.148391061	0.08194566	0.013829985	-0.058891547	-0.118758343
A_23_P218476	19	46552177	46552297	MGC4093	-0.123731526	-0.159019832	-0.237656077	0.195876451	-0.194547949	-0.12364661	-0.25257571
A_23_P89998	19	46590553	46590673	EXOSC5	0.338629048	0.259593113			-0.013811315	-0.187496358	-0.155909576
A_23_P67188	19	46622489	46622609	BCKDHA	-0.207390109	-0.307578452	-0.538948678	-0.047300855	-0.274211253	-0.401512663	
A_23_P101380	19	46623062	46623182	B3GALT7	-0.016891013	-0.077373082	0.418193134		-0.208101118	-0.068563699	-0.134527988
A_23_P107795	19	46629050	46629170	FLJ10241	0.064900753	-0.120283426	-0.130395825	-0.127940306	-0.418111628	-0.089983887	-0.004857086
A_23_P78595	19	46775412	46775532	R29124_1	0.494056618	0.177796483	0.867734476			-0.037739945	-0.452495535
A_23_P119185	19	46823796	46823916	CEACAM4		-0.182874669	0.275812709	-0.253335741	-0.373595814	-0.357981206	-0.175041893
A_23_P130579	19	46870110	46870230	CEACAM7	0.644501451	0.30584963	0.590246999	-0.106040086	-0.013444139	-0.018961207	0.000903062
A_23_P153301	19	46916763	46916883	CEACAM5	0.514422246	0.104829184	0.590703382	-0.182580438	-0.44337162	-0.198498136	-0.360326079
A_23_P218441	19	46967814	46967934	CEACAM6	0.341068294	0.002417911	0.230033525	0.238318707	-0.201784451	-0.235413561	-0.351944355
A_23_P311780	19	47032927	47033047	Q8IYW0	0.373200171	0.088819098	0.595047932	-0.144929688	-0.3251829	-0.064727688	-0.422441501
A_23_P300245	19	47047821	47047941	DMRTC2	0.362413423	0.112179351	0.178499572	0.010961282	-0.220111636	-0.393999034	-0.487978662
A_23_P107735	19	47077135	47077255	CD79A	0.144489718	0.076784208	0.116232784	-0.118466296	-0.050550051	-0.081692898	-0.129504073
A_23_P101321	19	47103034	47103154	ARHGEF1	0.251412581	-0.020005502	0.185869358	-0.084168945	-0.21910892	-0.136006438	-0.255872123
A_23_P38864	19	47152621	47152741	RABAC1	0.14735929	-0.118174978		-0.192760307	-0.157797011	-0.343143024	-0.223293971
A_23_P27472	19	47164792	47164912	ATP1A3	-0.105105764	0.094872244	0.223278002	-0.087978513	0.09332046	-0.00231617	0.192478515
A_23_P16063	19	47199308	47199428	GRIK5	0.357719113	-0.043090135	0.174657114	-0.020353677	-0.283269237	-0.209781708	-0.342639675
A_23_P89931	19	47277214	47277334	ZNF574	-0.220280008	0.082359756	0.12757181	0.054836358	0.050338702	-0.111710473	-0.462770014
A_23_P78532	19	47287215	47287335	POU2F2	-0.135100044	-0.146371759		-0.129437904	-0.183210785	-0.048110862	0.128085817
A_23_P141908	19	47395298	47395418	DEDD2	0.257392149	-0.113569019	-0.342542982	-0.132128626	-0.057368051		0.205164748
A_23_P323301	19	47395561	47395681	DEDD2	-0.02376104	-0.402577203	0.361880707	-0.454732692	-0.008776678	0.042857358	-0.227480441
A_23_P50259	19	47422788	47422908	ZNF526	0.261107632	0.150637543	0.464473662		-0.218826416	-0.022686251	-0.205001907
A_23_P164677	19	47428469	47428589	GSK3A	0.437806732	-0.016458326		-0.066276099	-0.34310376	-0.271704486	-0.336480806
A_23_P4678	19	47444020	47444140	ERF	0.352139945	0.485469443	0.740500149	0.094261843	0.010688271	-0.164268156	-0.41054769
A_23_P55731	19	47491339	47491459	CIC	0.164428037	-0.029732816	-0.656087167	0.008826297	-0.071162992	-0.140955116	-0.04635846
A_23_P16078	19	47495933	47496053	PAFAH1B3	0.001184655	0.103648393		0.0229903	0.138000056	0.074403449	-0.088633474
A_23_P67135	19	47520543	47520663	FLJ90805	0.195796011	-0.128329701	-0.064181893	-0.074160707	0.050901509	0.010575213	0.049329614
A_23_P335206	19	47572219	47572339	EGFL4	0.26793644	-0.022751891	-0.068804228	0.09007718	0.017574215	0.093197183	0.099183441
A_23_P353097	19	47574562	47574682	SBP1	0.51231638	0.084541329	0.565943243	-0.038092742	-0.427030995	0.01811443	-0.203182209
A_23_P27473	19	47582965	47583085	CNFN	0.188496346	0.025480177		0.049604939	-0.002320871	0.061464935	-0.097928949
A_23_P38876	19	47597538	47597658	LIPE	-0.112591881	-0.091286364		0.037901309	0.114044224	0.001524555	0.13481197
A_23_P50265	19	47624506	47624626	UNQ473	0.477508353	-0.261141314	-0.419867834	-0.325465698			-0.389948022
A_23_P380240	19	47776285	47776405	CEACAM8	0.449797573	-0.28062161	0.11930433	-0.197777746		-0.56294151	-0.543139841
A_23_P50882	19	47784781	47784901	CEACAM8	0.29890038	-0.184354148	-0.316015591	-0.292750547	-0.531514955	-0.678958667	
A_23_P130948	19	48203822	48203942	PSG11	0.653727712	-0.514259703	-0.102797144	-0.193695219	-0.599461577	-0.510595637	-0.759495885
A_23_P142335	19	48262470	48262590	PSG2	0.496024521	0.035496374			-0.445255933	-0.397333421	-0.587297845
A_23_P5103	19	48400008	48400128	PSG4	0.598963087	-0.413280002	0.339705639	-0.112597044	-0.493648739	-0.507310999	-0.604198372
A_23_P259863	19	48558328	48558448	PRV1	0.42624701	0.051457374	0.40533081	-0.22215942	-0.435753493	-0.410571173	-0.609487896
A_23_P130906	19	48614305	48614425	MGC4766	0.523252996	0.079899332	0.502719088		-0.410610482	-0.19904083	-0.491179086
A_23_P39265	19	48656814	48656934	C4.4A	0.47569205	-0.125192604	0.125584156	-0.363516054	-0.613700037	-0.144182274	-0.499623045
A_23_P142294	19	48702709	48702829	ETHE1	0.304289654	-0.275201712	-0.252384392	-0.464119308	0.3774372	-0.305785478	-0.046472936
A_23_P401084	19	48731796	48731916	ZNF575		-0.018208039	0.289769413	-0.220939303	-0.182251907	-0.072513082	0.148910911
A_23_P153687	19	48739335	48739455	XRCC1	0.178521092	-0.116188498				-0.328106763	-0.031740506
A_23_P50645	19	48777964	48778084		0.257052492	0.138801778	0.582449428	-0.066721143	-0.128630607	-0.020836914	-0.271201439
A_23_P165072	19	48788620	48788740	Q8WZA9	0.344660775	0.07399369		-0.023200734	0.024126153	-0.132069511	-0.19732895
A_23_P56117	19	48795338	48795458	ZNF576	0.321799211	-0.117453718	-0.089463874	-0.16130356	-0.302907963	-0.344108604	-0.402005181
A_23_P426545	19	48795452	48795572	ZNF576	0.517940516	0.433946316	0.604246613	0.277029775	0.116058398	-0.28659017	-0.441810588
A_23_P5070	19	48822147	48822267	IGSF4C	0.217087195	0.089403444	0.228084519		-0.090469458	-0.102990699	-0.352625453
A_23_P27867	19	48844820	48844940	PLAUR	0.080908592	0.115009367	0.011724977	-0.240136487	-0.497315604	-0.205857898	-0.008009016
A_23_P67521	19	48915581	48915701	R30953_1	-0.177451979	0.005240417	-0.121883587	-0.004385274		0.026281836	-0.177288722
A_23_P67529	19	48962715	48962835	KCNN4	0.250831001	-0.101876926	-0.158865291	-0.074361948	-0.295217923	-0.123793727	-0.192992085
A_23_P78930	19	48993442	48993562	FLJ30469	-0.324532178	-0.048780129	0.127914079	0.133753569	0.208150789	0.065966679	0.185875298
A_23_P94911	19	49044503	49044623	Z283_HUMAN	0.609106241	0.208361213		0.131021093	-0.098234563	-0.015902881	-0.305276451
A_23_P90333	19	49068596	49068716		0.416192049	-0.343928503	-0.105050115	-0.318191882	-0.450831231	-0.384706498	-0.092499786
A_23_P101721	19	49108671	49108791	ZNF45	0.710661082	-0.201579935	-0.421062055	-0.465099522	-0.316954667	-0.557681236	-0.607265089
A_23_P426472	19	49109085	49109205	ZNF45	0.403242097	0.857581674	0.070695263				
A_23_P90320	19	49163186	49163306	ZNF221	0.380232954	-0.002987238	0.165633689	-0.097175112	-0.331696453	-0.33125283	-0.551005105
A_23_P125043	19	49207305	49207425	ZNF230	0.378685135	-0.0538833	0.161165169	-0.123677273	-0.377220297	-0.523205282	-0.57709599
A_23_P218516	19	49228702	49228822	ZNF222	0.378049734	0.474793066	0.337613788	0.286819759	-0.018738732	-0.31940418	-0.5097888
A_23_P108124	19	49262945	49263065	ZNF223	0.525655432	0.133742071	0.409232147	0.104907251	-0.218962257	-0.17765264	-0.452514206
A_23_P119518	19	49282881	49283001		0.611853533	0.164400154		0.141850487		-0.175905111	-0.413993586
A_23_P135885	19	49303644	49303764	ZNF224	0.681879514	0.165199027	0.690229534	0.045958929		-0.330800934	-0.630835115
A_23_P22286	19	49304005	49304125	ZNF224	0.441355489	0.154466225	0.896283893	-0.191625976	-0.462041505	-0.13208037	-0.570488046
A_23_P10885	19	49304253	49304373	ZNF224	0.692647807	0.205741894			-0.374045545	-0.137173044	-0.138568976
A_23_P164674	19	49328162	49328282	ZNF225	0.241609317	0.225998683	0.64177416	0.153645892	-0.177799444	-0.23891109	
A_23_P153286	19	49353930	49354050	ZNF234	0.485606946	0.707783049	0.213438773	0.329570239	0.196672377	-0.337561267	-0.332880746
A_23_P218434	19	49371066	49371186	ZNF226	0.316928573	-0.105989746	0.19147694	-0.105495147	-0.212422756	-0.269724409	-0.356000324
A_23_P371005	19	49432996	49433116	ZNF227	0.314112855	0.056433441	-0.316496141		-0.78596924	-0.425425074	-0.240401929
A_23_P208325	19	49482823	49482943	ZNF235	0.573168247	-0.324500094	0.013339257		-0.573693667	-0.41080877	-0.345271582
A_23_P107724	19	49522703	49522823	ZNF228	0.556664474	0.392396126	0.838817526	0.167858203		-0.274543302	-0.465517465
A_23_P101312	19	49581774	49581894	ZNF285	0.294744677	0.191723372	0.314066259	0.034150264	-0.065457684	0.133674104	-0.045001923
A_23_P130509	19	49623712	49623832	Q8NB52	0.348259561	0.577854143	0.48518003	0.311489305		0.047657818	
A_23_P89919	19	49671667	49671787	ZNF180	0.676738259	0.18802896	0.4451319	0.172991526	-0.251770196		-0.436634488
A_23_P141894	19	49853877	49853997	PVR	0.425449614	-0.126774834	-0.00208783	-0.222728471	-0.53449189	-0.4941292	-0.699310475
A_23_P78518	19	49879335	49879455	BAC87344		0.098628958	0.680662642	-0.065508541	-0.34313835	-0.164702881	-0.401267772
