Gene	YEW1_Control	YEW2_Control	YEW3_Control	YEW4_Treated	YEW5_Treated	YEW6_Treated
RP11-492M23.2	1105	885	727	972	773	803
RP11-412P11.1	48	24	18	24	31	30
OOEP	7	12	10	8	18	4
OPN1YEW	67	52	46	86	65	32
CEP78	291	173	192	189	163	171
MTND5P20	141	145	173	162	119	118
RNU7-56P	0	4	0	0	0	0
CTD-2165H16.4	3919	3351	2912	4349	3502	3740
RP11-107I14.5	171	136	137	161	175	106
ITPKC	81	68	58	73	60	80
PIP4K2B	23	19	32	17	23	11
FABP1	21	3	0	6	3	5
INPP5K	0	0	0	0	0	0
RP11-685M7.5	4050	3769	3244	4258	4301	4281
AP000320.7	3112	2898	2691	3351	2941	2968
RP11-59H7.3	3081	2697	2431	3208	2901	3008
OR7E157P	82	68	65	124	72	50
RP11-281H11.1	1230	985	891	1390	1222	1245
CAPNS1	1363	1091	1003	1618	1340	1435
RP11-389O22.1	2021	1761	1616	2126	1920	1852
RP11-392O1.4	0	0	0	0	0	0
RP11-556G22.1	100	135	129	142	137	114
CTB-1144G6.5	736	645	563	620	617	619
RP11-48F14.1	0	0	7	0	0	2
TCEB2	0	0	0	0	0	0
MIR5010	0	0	0	0	0	0
BX248518.1	0	0	0	0	0	0
TRBV7-4	2307	1952	1711	2122	1888	1747
RP11-536C10.17	128	114	87	125	111	120
MIR4285	105	94	93	206	198	165
RHO	4219	3562	3268	4018	3770	3476
AC091390.1	470	321	338	370	385	295
SLC38A9	6	3	6	11	3	20
ZNF200	0	0	0	0	0	0
STRN4	0	0	0	0	0	1
C8orf59	0	0	0	0	0	0
MIR3137	0	0	0	0	0	0
ABCA8	0	0	0	0	1	0
RN7SL242P	370	371	318	420	449	448
LHFP	0	0	0	0	0	0
RNU6-715P	1	2	0	1	2	1
VN1R14P	0	0	0	0	0	0
USP27X	1	0	0	1	2	2
RNF44	0	0	0	0	0	0
AC003973.4	0	0	0	0	0	0
AC010196.1	0	0	0	0	1	0
ZNF75A	382	331	329	481	343	325
RNA5SP306	2	0	1	3	7	0
RP11-384E22.1	0	1	0	0	0	0
RP5-850O15.4	0	0	0	0	0	0
RP11-360K13.2	0	0	3	0	0	0
RP11-475O23.2	0	0	0	0	0	0
RP11-395N3.1	0	0	0	0	0	0
LINC00970	0	0	0	0	0	0
CTA-313A17.2	0	0	0	0	0	0
CLEC9A	0	0	0	0	0	0
RP11-241F15.10	0	0	0	0	0	0
IL36G	0	0	0	0	0	0
RFX1	0	0	0	0	0	0
RP1-43O17.1	45	38	42	49	77	46
AC006486.1	0	0	0	0	0	0
AL356756.1	0	0	0	0	0	0
ADAM6	5	7	1	0	0	5
RP11-168O10.6	8	1	3	0	0	0
RP11-665C16.8	0	7	2	8	9	6
CDCA4	9	19	16	32	25	13
VN2R9P	4	11	6	0	6	4
CRYGS	2	0	0	1	2	1
RP11-102L12.2	0	0	0	0	0	0
RPL6P27	0	0	0	0	0	0
KRTAP5-5	0	0	0	0	0	0
TRAV26-2	0	0	0	0	0	0
RNA5SP395	0	0	0	0	0	0
WARS2	0	0	0	0	0	0
TMEM163	0	0	0	0	0	0
RP11-351O2.1	0	0	0	1	2	1
MATN1-AS1	0	0	0	0	0	0
SLC36A4	0	0	0	0	0	0
RP11-156J23.1	1096	1082	939	1279	1194	1170
RP11-335F8.2	4	0	0	0	0	0
GNPAT	0	0	0	0	0	0
RN7SL489P	0	0	0	0	0	0
RP4-775C13.1	0	0	0	0	0	0
RNU6-17P	1	0	0	0	0	0
CTD-2302E22.2	0	0	0	0	0	0
RNU1-89P	0	0	0	0	0	0
MSX1	0	0	0	0	0	0
AC019100.7	3338	4077	3681	3568	3590	3328
ACTR5	3448	3706	3309	4786	4535	4388
IGHV5-51	8	1	8	0	2	5
AL160269.1	0	1	0	0	2	0
RP11-798K23.4	0	0	0	0	0	0
RP11-100J16.4	0	0	0	0	0	0
RHOV	2	1	1	3	4	4
RP11-348J24.1	0	0	0	0	1	8
AC089999.1	0	0	0	2	0	0
RP11-77K12.3	2531	2857	2439	3737	3393	3520
RP11-493L12.5	0	2	0	0	0	0
AC105398.3	0	0	0	0	0	0
RP11-686D16.1	0	0	0	0	0	0
SNORA76	213	251	231	306	342	299
AC105252.1	13684	14314	12583	16307	15376	15647
FXYD2	0	5	0	0	1	5
MIR215	0	0	0	0	0	0
RNF11	1	5	3	0	0	3
RP11-235E17.5	1376	1516	1335	2339	2057	2225
PLGRKT	0	0	0	0	0	0
NIFKP4	10	3	7	7	16	8
AC079117.3	16	21	16	23	24	19
RN7SKP92	882	791	828	951	1071	908
CTD-2650P22.1	1	1	1	0	0	0
FAM194A	0	0	0	0	0	0
RP11-152F13.7	671	591	562	731	685	615
AL603650.1	0	0	0	0	0	0
AP005118.1	0	0	0	0	0	0
CTD-2287O16.1	0	0	0	0	0	0
RP11-349A22.2	0	0	0	2	0	0
METTL21B	3	0	0	0	0	0
RP11-863P13.6	0	0	0	0	2	0
LINC01044	0	0	0	0	0	0
RPL13AP	43	50	40	89	99	75
RP11-626A1.1	4724	5224	4834	6181	6245	5796
TCHP	0	0	0	1	0	0
FIGN	19	5	9	5	0	8
RP11-598D12.4	0	0	0	0	0	0
AC004076.9	2	0	3	0	2	1
RNU6-951P	68	69	56	120	92	112
AFG3L1P	0	0	0	0	2	0
DNAJB8-AS1	0	0	0	0	0	0
TP53TG3B	0	0	0	0	1	0
USP9YP8	14	9	3	12	14	7
SDSL	0	0	0	0	0	0
RP11-685N3.1	0	0	0	0	0	0
CSNK2A3	0	0	0	0	0	0
RP11-57B24.1	0	0	0	2	2	0
RP11-171N4.3	2133	2484	2076	2646	2933	2554
MIR373	0	0	0	0	0	0
AGAP6	1414	1472	1406	1874	1915	1902
RP11-138J23.1	0	0	0	0	0	0
RNU6-778P	0	0	0	0	0	0
OR5M6P	0	0	0	0	0	0
RP11-61K20.1	0	0	0	0	0	0
AC004074.4	0	0	0	0	0	0
RP11-344N17.2	5435	5935	5352	7283	7396	7054
RANGRF	33	43	24	38	33	28
RP11-263K19.4	0	0	0	0	0	0
RP11-146I2.1	0	0	0	0	0	0
RNU7-95P	7931	9185	8508	10558	10758	10405
RN7SL834P	0	3	0	3	4	0
MRPL9P1	4763	5144	4595	4652	4645	4476
RNU6-617P	0	0	0	0	0	0
ANKRD33B	0	0	0	0	0	0
CTB-111H14.1	92	104	91	56	78	67
LRRC63	40	39	58	43	61	51
RP11-65B23.3	0	0	0	0	0	0
RNA5SP131	7	2	5	1	3	4
ZGPAT	5025	5206	5013	6213	5889	5736
AP001605.4	3620	3598	3222	5163	5277	5111
RNU6-1121P	1379	1459	1318	1634	1708	1646
FAM71B	2307	2396	2410	2751	2770	2412
SKAP2	0	1	0	0	0	0
CFL1P7	2	0	1	3	4	0
C9orf171	0	0	1	0	3	1
CTSLP3	5	2	0	1	0	4
MIR542	292	187	169	244	213	158
CERS6	0	0	0	0	0	0
RPL21P38	0	0	0	1	0	2
AC092756.1	2	1	1	0	0	3
AC079467.1	1924	1582	1482	1629	1637	1424
RP11-148B18.3	5	7	5	2	4	7
PPTC7	0	0	0	0	0	0
CTD-2550O8.7	0	0	0	0	0	1
LINC00486	0	0	0	0	0	0
RP11-115M14.1	0	0	0	0	0	2
AC007179.1	641	663	502	744	829	708
SLC29A1	7	0	1	0	8	0
PPRC1	0	0	0	0	0	0
AL035422.1	13	6	3	18	18	10
POLD2P1	0	1	0	0	1	0
RP11-345M22.3	957	1257	928	1068	1005	998
HYAL4	0	1	0	3	0	7
AC048346.1	8	9	8	9	4	7
EPRS	0	0	0	0	0	0
RP11-335O13.8	0	0	0	0	0	0
RPL7P8	0	1	0	0	1	0
RP11-386O9.2	0	0	0	0	0	0
RP11-7M8.2	0	1	0	0	0	0
RP11-61G24.1	0	0	0	0	0	0
HSP90B2P	0	0	0	0	0	0
ALDOA	7	6	4	5	3	5
FAM169A	0	0	2	0	0	0
RP11-180P8.5	1012	1007	924	1039	1055	1038
CTD-2292M16.8	0	0	1	0	0	0
MIR5702	0	0	0	0	0	0
CTD-2116N20.1	0	0	0	0	0	0
ALDH1L1-AS2	0	0	0	0	0	0
AC087393.1	0	0	0	0	0	0
SCGB2B2	0	0	0	0	0	0
RP11-452H21.4	0	0	0	0	0	0
ZNF812	0	0	0	0	0	0
RNA5SP70	0	0	0	0	0	0
FLJ00325	0	0	0	0	0	0
FAM90A10P	0	0	0	0	0	0
RP11-132G19.3	6	14	4	3	6	5
PRKCDBP	76	56	69	89	47	75
RP5-857K21.3	0	0	0	0	0	0
C6	1	0	0	0	0	0
RP11-143K11.5	0	0	0	0	0	0
CSAG3	0	0	0	0	0	0
RNU6-1013P	36	56	36	48	25	27
DHX34	0	0	0	0	0	0
PXN-AS1	464	470	428	512	478	474
RP11-277A4.4	0	2	0	0	0	0
AC007040.8	0	0	0	0	0	5
NVL	0	7	1	3	3	10
AL359815.1	307	308	232	384	330	376
RNU6-504P	11	20	12	27	23	31
SNORD114-24	0	0	0	0	0	0
RP11-726G23.6	2	5	3	1	8	0
UNC80	0	0	2	7	0	0
DLX4	3	1	1	5	1	7
SIX1	0	0	0	1	0	0
SMAD9	165	188	172	317	288	335
RPL7P18	0	0	0	0	0	0
COL4A2	0	3	1	2	0	0
NEFHP1	0	0	0	0	0	0
RP11-68L1.1	0	0	0	0	0	0
LDHAP7	1	2	0	1	3	0
AC009892.10	82	40	38	87	84	78
RP11-321E2.10	0	0	0	0	0	0
CTD-2547H18.1	0	1	0	0	0	0
RP4-777O23.1	11371	12018	10459	15192	14433	14054
RP3-395M20.2	2	2	0	6	0	0
TCEA1P4	0	0	0	0	0	0
RP11-248D7.2	4	2	1	0	1	4
SLC1A3	604	738	624	569	635	660
RP11-529J17.3	2961	3181	2984	3830	4076	4034
SOCS5P3	11	5	3	5	3	3
RP11-1H8.4	11	7	10	11	6	2
AL117380.2	15398	15397	13585	14322	13576	13817
RNU6-556P	0	0	0	0	0	0
RNU2-20P	4	1	0	0	1	0
RP11-235E17.6	2	0	1	2	1	2
RNU6-1046P	0	0	0	0	0	0
CHRNA4	51	46	33	71	84	75
EIF5	4	20	10	18	15	21
SRPX2	0	0	0	3	4	0
AC007386.3	0	0	0	0	0	0
ISG15	3	11	16	9	15	15
FMOD	1818	1758	1644	2204	2168	2220
RN7SL621P	3	3	5	2	0	2
RN7SKP270	0	0	0	0	0	0
LINC00387	0	0	0	0	0	0
SLC9A4	0	0	0	0	0	0
RP11-22N19.2	0	0	0	0	0	0
RP11-110I1.12	0	0	0	0	0	0
PCNX	0	0	0	0	0	0
RP11-475D12.2	0	0	0	0	0	0
AL161772.1	0	0	0	0	0	0
AC009963.5	0	0	0	0	0	0
RP11-498C9.17	0	0	0	0	0	0
CLPP	0	0	0	0	0	0
NPM1P37	0	0	0	0	0	0
AL031590.1	0	0	0	0	0	0
MIR3117	0	0	0	0	0	0
OPN1LW	0	0	0	0	0	0
RN7SL312P	0	0	0	0	0	0
LEPRE1	0	0	0	0	0	0
FAM205B	0	0	0	0	0	0
RP11-354M20.3	0	0	0	0	0	0
RNU6-1102P	30	38	11	48	27	17
KRT75	2	2	1	1	0	1
RP11-13A1.1	0	0	0	0	0	0
RETNLB	0	0	0	0	0	0
RP11-686G8.1	0	0	0	0	0	0
RP11-472F19.1	0	4	1	0	0	0
CCAR1	11	11	13	12	11	9
IL5RA	0	0	0	0	0	0
RPS9	0	0	0	0	0	0
TUBB4BP4	0	0	0	0	0	0
AC005355.2	0	0	0	0	0	0
AC020956.3	0	0	0	0	0	0
RNU6-626P	0	0	0	0	0	0
NUDT2	0	0	0	1	0	0
ARSH	0	0	0	0	0	0
RN7SL233P	1	0	1	1	1	1
ECH1	0	0	0	0	4	0
SNORA2A	154	149	162	244	242	227
RP4-630A11.3	5	11	3	2	10	11
RPL23AP54	579	512	568	800	757	745
CEBPG	1162	1144	1030	1469	1335	1205
OAF	0	0	0	0	1	0
KB-1208A12.3	2939	3441	2877	3293	3602	3076
AC026310.1	0	0	0	0	0	0
ZNF225	5	8	0	0	5	0
MSTN	3933	3956	3434	4135	3946	3663
XPO6	962	1063	1078	1082	974	947
AP4B1-AS1	5291	5984	5611	4848	5214	4615
DNAJC19P1	0	0	0	0	0	0
HIST1H3H	5	5	8	8	8	13
C2orf73	3	0	5	2	7	8
RP11-65J3.14	8	0	0	0	2	0
NIFKP3	0	0	0	0	0	0
LPCAT2BP	0	0	0	0	0	0
AC069547.1	0	0	0	0	0	0
PLCXD1	0	0	0	0	0	0
RP13-143G15.4	0	0	0	0	0	0
PLCXD2-AS1	2	3	1	0	1	0
AC069282.6	0	0	0	0	0	1
RP11-533E19.5	0	0	0	0	0	0
KRTAP4-4	3	1	1	3	2	2
AC226150.3	0	0	0	0	0	0
MFSD4	0	0	0	0	0	0
EP300	0	0	0	0	0	0
POFUT1	0	0	0	0	1	0
RNU7-158P	0	0	0	0	0	0
RP11-143A12.3	0	0	0	0	0	0
AC005357.1	0	0	0	0	0	0
MIR548AJ1	0	0	0	0	0	0
RP4-633H17.2	0	0	0	0	0	0
RP11-367G18.2	0	0	1	0	0	0
RP11-160A9.2	0	0	0	0	0	0
RP11-38J22.3	0	0	0	0	0	0
RPSAP15	0	0	0	0	0	0
ARHGAP42P3	0	0	0	0	0	1
SPZ1	0	0	0	0	0	0
RP11-351D16.3	11871	9973	9197	11039	10755	9170
MCMDC2	0	0	0	0	0	0
TRIM16	2794	2599	2828	2808	2736	3142
AL358354.1	27	20	11	12	18	25
TNNI3	1576	2104	1738	1436	1595	1414
CD27	61	40	51	59	68	54
RP11-627G23.1	7395	6554	6010	7989	7932	7403
CTD-2538C1.3	359	314	330	445	399	334
RP11-14D22.1	0	0	0	0	0	0
MIR4432	814	822	752	831	858	855
MSRB3	6	5	3	2	15	12
RNU6-876P	614	611	595	364	436	454
LINC00326	1	0	3	3	0	3
IGHV2-10	0	0	0	0	0	0
RP11-168P8.5	0	0	0	0	0	0
RP1-196A12.1	46	58	57	124	104	137
RP3-503A6.2	0	2	0	5	0	0
AC005559.2	2115	2110	1950	2594	2368	2531
RP1-283E3.4	3990	4051	3908	5127	4844	4799
AC008991.1	1	14	2	5	12	4
UCK2	0	4	0	0	1	0
FAM120A	0	0	0	0	0	0
RNU6-1165P	1	6	1	7	0	0
RP11-560I19.2	2959	2817	2892	3074	3151	3409
RP11-407G23.4	7375	7253	6478	7264	6539	6912
ZBTB32	0	0	0	0	0	0
RNU6-495P	2	0	1	0	0	1
CTD-2083E4.5	36	21	31	67	70	44
MIR3936	51	68	34	56	54	37
MAP4K3	0	0	0	0	0	0
RN7SKP138	0	0	0	1	0	0
CTC-448F2.6	3	4	6	1	4	0
CTC-360P9.2	0	0	0	0	0	1
AL590639.1	0	0	0	0	0	0
CECR3	0	4	1	1	0	10
DENND4A	512	591	548	575	640	685
RP11-672L10.4	2529	2553	2447	3120	2981	2773
RP11-310H4.2	604	636	544	610	523	532
LINC00837	0	0	0	0	4	0
OR2AK2	556	666	503	651	650	682
AC006946.15	58	50	43	52	69	89
SPARC	403	393	460	401	437	402
RP11-232C2.1	8	7	8	16	0	8
ISPD-AS1	7939	8924	7773	11186	10351	10766
PPP1R11	4	6	0	3	5	8
RP11-171A24.3	23	25	20	30	31	27
CTD-2319I12.5	0	0	0	0	0	0
ANKS1A	1867	1880	1717	1979	1867	1705
RP11-492M19.3	0	2	0	0	6	0
TCEB1P30	36	57	35	13	47	42
SLC32A1	0	0	0	0	0	0
RP11-412B14.1	6197	6285	6016	6682	6121	5691
FAM25C	32	59	33	55	18	34
GNG13	0	0	2	0	0	0
SNORA70B	0	0	0	0	0	0
AL662867.3	0	0	0	0	0	0
TUSC5	3721	3315	3047	4372	4283	4255
ALG1L14P	5	6	15	9	31	8
GS1-69O6.1	5	2	0	0	2	0
KNTC1	10	2	6	3	5	17
RP11-687M24.5	15	25	15	15	11	19
MIR3180-1	0	0	0	0	0	0
ATP5A1	4261	5108	4498	5159	5176	5219
RP3-495K2.2	19	9	8	21	28	9
RNU2-56P	3	11	11	25	7	10
CCPG1	4	0	3	4	0	9
JAM2	2	0	4	0	0	7
AC123768.4	1	1	2	4	4	6
SCIMP	0	0	0	0	2	0
CTA-392E5.1	23864	23604	20969	29263	28356	27570
CNOT6	0	0	0	0	0	0
RP11-138I1.3	0	0	0	0	0	0
MEGF11	7	0	2	5	9	1
CTC-338M12.7	5	13	7	3	7	0
PEX16	0	0	0	0	0	0
IBTK	0	0	0	0	0	0
CTC-246B18.10	0	0	0	0	0	0
MIR4254	0	0	1	3	3	0
RRP7A	0	0	0	0	0	0
SNORD19	0	0	0	0	0	0
RP11-779O18.1	1005	987	903	1200	1148	1190
RPS3AP26	0	0	0	0	0	0
RP11-700P18.2	0	0	0	0	0	0
ZSCAN1	0	0	0	0	0	0
RP11-288G11.3	0	0	0	0	0	0
SMARCE1P1	6808	6696	6101	7414	7102	6800
CTD-2313P7.1	5619	5224	5033	5488	4932	4796
USP1	0	0	0	0	0	0
RP11-458N5.1	3	3	3	2	0	2
MIR3074	3	2	6	2	2	4
NHLH2	0	0	0	0	0	0
NIPA2P5	0	0	1	3	1	1
OR10J5	325	278	327	276	208	266
RP11-309E23.2	519	589	576	631	497	565
AP000439.1	88	128	111	130	113	128
RP11-467K18.2	5450	6002	5582	6622	6974	6614
AC013402.1	0	0	0	0	0	0
RP11-723O4.3	4753	5434	4852	5396	5442	5369
RP11-152P17.2	1617	1813	1643	2303	2351	2208
RP11-63P12.6	3728	4480	3942	4351	4333	4259
RNU7-46P	0	0	0	0	0	0
LL22NC03-123E1.5	1	0	0	1	0	0
NR2C1	0	0	0	0	2	0
RP11-354K4.1	0	0	1	0	2	0
ZNF729	7151	7403	6503	8455	8274	8068
DESI2	11	17	6	10	11	18
C11orf31	0	0	0	0	0	0
KLRAP1	0	0	0	0	0	0
ZSCAN21	12	36	12	21	21	4
UGT1A5	842	785	747	936	880	866
RP11-123B3.2	0	0	0	0	0	0
RPL5P24	2	0	0	0	0	13
USP9YP6	1	5	2	1	0	4
IGHD1-26	0	0	0	0	0	0
RP11-571I18.2	0	0	0	0	0	0
AC040163.1	5	11	11	9	19	1
TAP2	0	0	0	0	0	0
MAP3K5	0	0	0	0	0	0
RP11-379L18.1	2804	2505	2179	4864	3494	3908
RP5-1028K7.2	5	4	5	11	5	12
DCUN1D4	3178	4053	3729	2784	2688	2699
MYSM1	5755	6619	5916	7227	7224	7394
MANEA-AS1	0	0	0	0	0	0
TAS2R50	9709	11751	10637	14111	14014	13994
RP11-685N10.1	578	630	479	696	733	555
AC079804.1	3268	3261	2984	5004	4536	4626
TNC	173	252	209	204	248	261
ZYEWIM8	0	0	0	0	0	0
KIF5C	0	0	0	0	0	0
PCGEM1	0	0	0	0	1	0
GPR53P	3333	3464	3370	3100	3039	2915
GAS6-AS2	10	7	3	1	4	0
AC004967.7	3655	4026	3579	4368	4073	4337
LENEP	7320	7973	7112	8817	8509	8592
RP11-182I10.3	1809	1661	1508	2335	2085	2132
RPS24P17	8214	9560	8456	7442	7051	6871
FLJ20306	0	0	0	0	0	0
RP11-84C10.2	0	0	2	2	2	0
QPCT	0	2	4	0	1	1
IQCF1	1780	1684	1559	1970	1836	1750
RP11-265N6.3	0	0	0	0	0	0
TUBB1P2	9	3	3	4	7	4
RP1-130G2.1	0	0	0	0	0	0
RP11-290F24.6	1531	1289	1230	1726	1741	1508
MPPE1	20	12	3	5	15	13
AC079807.2	0	0	0	0	0	5
ZNF44	0	0	0	0	0	0
TOMM22P2	136	128	102	110	172	103
AL592188.7	1	1	1	0	3	2
AC008869.1	0	0	0	0	0	0
MRPS31P4	23290	24442	21783	28876	28489	26925
TRAJ18	0	0	0	0	0	0
RN7SKP233	6	3	1	2	6	9
RP11-23F23.3	62	37	25	77	69	72
RNU1-18P	0	0	0	0	0	0
RP4-753D10.5	0	0	0	0	0	0
KB-1269D1.8	0	0	0	0	0	0
RP11-20E24.1	849	899	748	625	579	596
RP11-303E16.2	0	4	0	0	0	0
PGAM1P6	0	0	0	0	0	0
SLC27A1	828	770	702	1041	1052	995
SPIN2B	0	0	0	0	0	0
C15orf32	0	0	0	0	2	13
RP11-256I9.2	0	0	0	1	0	0
CR753651.3	0	0	0	0	0	0
KB-1562D12.2	0	0	0	0	0	0
RP11-38O23.4	24	18	20	33	55	27
PET112	1065	1107	912	1279	1137	1130
NPM1P36	11	11	3	20	16	35
RP11-661C8.3	0	0	0	0	0	0
RN7SL362P	0	0	0	0	0	0
RP1-136J15.5	0	0	0	0	0	0
SAAL1	5	1	9	7	2	5
BAG1	0	0	0	1	2	1
LBX1	0	0	0	0	0	0
TATDN2P2	0	0	0	0	0	1
RP11-366M4.17	5297	5905	5663	6445	6463	6198
RP4-718P11.1	0	0	0	0	0	0
SMIM22	1796	1724	1706	2225	2068	2179
RNU6-231P	0	0	0	0	0	0
IPP	2301	2712	2456	2999	2940	3108
SNPH	7	3	8	12	15	18
CTD-2337I7.1	0	0	0	0	0	3
RP11-397C18.2	0	0	0	0	0	0
CTC-1337H24.2	0	0	0	0	0	0
STK25	0	0	0	0	0	0
RN7SL275P	2	6	1	22	28	12
ZDHHC5	204	199	165	428	399	336
KCND1	0	0	0	0	0	0
ZIK1	1	2	0	7	0	0
RP11-346C16.1	0	0	0	0	0	0
DNAJC24	0	0	0	0	0	0
RNU6-873P	2858	3002	2806	3969	3981	3998
RP4-580O19.2	7912	7971	7075	8006	7734	7628
LINC00221	47	64	58	45	105	53
ARC	2421	2545	2377	2567	2831	2577
AC023274.4	4	4	19	12	7	10
RNU6-1085P	23	10	25	20	10	16
PIGL	0	0	0	4	0	0
TRIQK	968	989	881	1292	1275	1142
MIR4647	3	0	0	1	4	2
RP11-227F8.2	4	5	3	15	15	1
RP11-358H18.3	9	8	11	5	10	18
CICP8	1350	1391	1389	1295	1441	1344
RNA5SP274	2786	2862	2639	2693	2718	2357
UTS2B	1	0	1	0	1	0
RP11-1069G10.2	81	97	42	67	54	69
RP11-272G22.2	0	2	3	2	0	0
APOL6	255	220	214	319	289	282
MRPL42	0	0	0	0	0	0
SNORA14	38	20	27	43	41	37
RP11-215P8.1	0	0	0	0	0	0
RP11-159F24.3	0	0	0	0	0	0
UBALD2	0	0	1	0	0	0
RP11-326C3.4	0	0	0	0	0	0
ALOXE3	1537	1478	1324	2293	2203	1977
RXFP2	0	0	0	1	0	0
AC017083.2	625	593	511	764	802	784
RP11-521O16.1	1695	1456	1440	1970	1812	1751
RP11-192C21.1	0	0	0	0	0	0
RN7SL808P	4310	4521	4187	6316	6083	5732
RNU6-859P	0	0	0	0	0	0
RP11-781M16.2	16	13	6	21	10	8
RP11-44I10.6	0	0	0	0	0	0
CFI	0	0	0	0	0	0
RP11-1281K21.1	0	0	0	1	2	0
RP5-997D16.2	0	0	1	0	0	0
HNRNPA1P45	8645	9288	8473	10587	10344	10274
ASPN	1516	1375	1326	1822	1863	1907
CCDC180	5	13	0	4	12	13
RGS18	1	1	0	1	0	0
ZBTB40	0	0	0	0	0	0
GAL	3	7	6	3	5	12
ARMCX5	3494	3703	3529	4331	4149	3760
RP11-430L16.1	0	0	0	0	0	0
MROH2A	1	3	7	20	16	15
TCEB1P8	20	26	26	21	19	21
RP4-681L3.2	0	0	0	0	0	0
P4HA2	0	0	0	0	7	0
RP11-841C19.3	0	0	0	4	0	0
RP11-782K4.1	0	0	0	3	0	0
C5orf47	0	0	0	0	0	0
KRTAP9-1	2	0	1	5	4	4
CTD-2024P10.1	0	0	0	1	0	0
AC091948.1	10	13	2	12	25	13
RNU7-183P	3064	2841	2826	2991	2891	2706
CTD-2182N23.1	3013	2920	2702	2822	2771	2538
RP11-129O7.2	2018	1967	1729	2208	2073	2341
PTGES3	3	12	6	12	6	4
ANO7	0	0	0	0	0	0
KNCN	5	0	1	1	9	0
RN7SKP295	1751	1914	1670	1793	1766	1636
HNRNPA1P63	0	0	0	0	0	0
RASSF6	0	0	0	0	0	0
MIR520H	1422	1820	1411	1793	1784	1542
AC231656.1	124	168	159	299	299	270
SALL4P2	0	0	0	0	0	0
TCL1B	0	0	0	0	0	0
CICP23	0	0	0	0	0	0
HSFY7P	1	2	0	1	0	7
PPP1R3G	78	42	42	144	80	97
CTC-260E6.7	171	129	138	227	254	255
RP11-25D10.1	8	22	18	33	26	20
TMC8	29969	33038	29835	49527	46852	47463
RP11-986E7.2	70	58	55	63	58	65
LINC00273	0	0	0	0	0	0
HIST1H2BO	792	847	813	1089	1084	1108
AL356140.1	3	1	1	5	4	4
EIF4A1P5	0	0	0	1	0	2
ABT1P1	54	36	33	47	57	67
MRPL20P1	0	0	0	0	0	0
ACTG1P13	6	13	13	0	6	10
AC108059.4	38	43	48	65	98	37
AP000349.1	0	0	0	0	0	0
RP11-1127D7.1	3	1	0	1	0	1
AGR3	0	0	0	0	0	0
CTD-2542C24.2	0	0	0	0	0	0
RP11-576N17.2	0	0	0	0	0	0
RPS20P35	0	0	0	0	0	0
RP11-20I23.11	33	14	31	55	72	39
UPF3AP1	0	0	0	0	0	0
RP11-796G6.1	3	2	1	5	9	4
CTD-2234B20.1	1341	1235	1101	2823	2577	2491
RP11-611O2.6	0	0	0	0	2	0
RP11-103G8.1	1	3	5	4	6	5
SEPT7P6	0	0	0	0	0	0
RP11-75C9.2	3655	4049	3852	4533	4481	4452
AC004006.2	0	0	0	0	0	0
FOXL2	0	0	0	0	0	0
AC127032.5	3	1	1	3	15	6
TDRD5	0	0	0	0	0	0
MAGEF1	34	10	9	7	8	4
RP1-18D14.7	661	776	685	617	702	635
GPR125	0	0	0	0	0	0
RP5-1069C8.2	20	10	10	20	3	9
DAB1	0	0	0	0	0	0
MIR520A	0	0	0	0	1	0
GYG1P2	2137	2505	2371	3286	2971	3149
RP11-331K21.1	0	3	1	1	3	1
KRT18P52	0	0	0	0	0	0
FABP5P3	0	0	0	1	0	0
MIR4692	0	0	0	0	0	0
RP5-905H7.10	3833	3524	3285	2534	2496	2338
RPL5P3	12	11	7	15	6	16
PPP2R2C	0	0	0	0	0	0
RP11-1437A8.7	10	12	10	4	5	2
AC106870.1	13	14	10	6	12	8
RP11-72I18.1	1	0	0	0	0	0
OLR1	1	2	3	0	0	0
EEF1GP7	11126	10406	9457	9618	8798	8317
C3orf67	31	19	27	19	28	16
RP11-424N24.2	72	68	62	68	87	81
MSLN	811	880	774	767	866	797
UPF3AP2	3	1	0	6	0	3
AC004870.5	298	324	326	271	195	280
RP11-422P24.10	3334	3561	3032	3481	3606	3288
KRT18P8	18	8	15	19	10	16
AF274855.1	0	0	0	0	0	0
UGT2A1	453	417	349	442	338	334
RP11-76K13.3	15	21	22	23	18	16
RN7SL699P	0	0	0	0	1	0
RN7SKP167	0	0	1	0	2	0
CCDC132	2900	2328	2286	2793	2399	2319
SLC2A3P4	246	228	231	245	205	238
SEC61G	0	0	0	0	0	0
RN7SL736P	1520	1557	1382	2115	2143	2094
PPP1R16A	512	537	476	667	555	648
UBE2Q2P5Y	0	0	0	0	0	0
ARAP2	10	5	4	13	5	9
ABHD2	834	807	723	836	667	665
TRAV8-1	1	6	0	1	1	3
RNU6-1215P	3161	3071	2819	3860	3654	3602
RP11-497J7.1	0	0	0	0	0	0
AC090825.2	2	0	0	0	0	0
AC006023.8	37	11	11	12	28	22
DKFZP761K2322	0	0	0	0	0	0
PXK	0	4	1	3	0	0
RP11-578F21.3	0	0	0	0	0	0
RP5-859D4.3	2	0	0	0	1	0
ZNF69	0	0	1	0	0	1
POT1	0	0	0	0	0	0
KCNA10	4	4	2	2	6	11
AL139151.1	0	0	0	0	0	0
IGHD3-22	7090	6744	5770	7726	7531	7050
RP11-332L8.1	3	0	0	0	2	0
RP11-654G14.1	0	0	0	0	0	0
RP11-23B7.4	0	0	0	0	0	0
