	TCGA-13-0758-01A-01R-0363-07	TCGA-13-0723-01A-02R-0363-07	TCGA-09-0364-01A-02R-0363-07	TCGA-13-0727-01A-01R-0363-07	TCGA-09-0365-01A-02R-0363-07	TCGA-13-0805-01A-01R-0363-07	TCGA-01-0631-11A-01R-0363-07	TCGA-13-0768-01A-01R-0363-07	TCGA-13-0800-01A-01R-0363-07	TCGA-13-0791-01A-01R-0363-07	TCGA-13-0804-01A-01R-0363-07	TCGA-13-0762-01A-01R-0363-07	TCGA-13-0803-01A-01R-0363-07	TCGA-13-0757-01A-01R-0363-07	TCGA-13-0725-01A-01R-0363-07	TCGA-13-0730-01A-01R-0363-07	TCGA-01-0637-11A-01R-0363-07	TCGA-13-0794-01A-01R-0363-07	TCGA-13-0795-01A-01R-0363-07	TCGA-13-0792-01A-01R-0363-07	TCGA-01-0636-11A-01R-0363-07	TCGA-13-0764-01A-03R-0363-07	TCGA-13-0793-01A-01R-0363-07	TCGA-09-0369-01A-01R-0363-07	TCGA-07-0249-20A-01R-0363-07	TCGA-09-0367-01A-01R-0363-07	TCGA-13-0802-01A-01R-0363-07	TCGA-13-0760-01A-01R-0363-07	TCGA-01-0633-11A-01R-0363-07	TCGA-13-0724-01A-01R-0363-07	TCGA-13-0726-01A-01R-0363-07	TCGA-13-0717-01A-01R-0363-07	TCGA-13-0801-01A-01R-0363-07	TCGA-09-0366-01A-01R-0363-07	TCGA-13-0714-01A-01R-0363-07	TCGA-13-0761-01A-01R-0363-07	TCGA-01-0638-11A-02R-0363-07	TCGA-01-0630-11A-01R-0363-07
HSD17B13	-0.532166666666667	-0.153166666666667	-0.1955	-0.702	0.832666666666667	-0.185666666666667	-0.203	-0.184333333333333	0.6525	0.433833333333333	0.569333333333333	-0.0451666666666667	-0.312666666666667	0.038	-0.362666666666667	-0.431666666666667	-0.222833333333333	-0.0833333333333333	-0.230166666666667	-0.733833333333333	0.412166666666667	0.4335	-0.675333333333333	-0.229166666666667	-0.424666666666667	-0.629166666666667	1.0905	0.287166666666667	0.411666666666667	-0.0723333333333333	-0.693	-0.507	-0.17	0.6425	-0.0923333333333333	-0.728833333333333	-0.482	-0.044
GRIN3A	0.5005	1.311125	0.17125	0.35975	0.1625	0.599875	0.62775	1.106	0.41025	0.7525	0.256875	0.415625	0.534375	0.462	0.580375	0.0893750000000001	0.4335	0.233125	0.46225	1.109	0.510125	0.61725	0.697375	1.33875	0.61	0.311375	0.197375	0.904375	0.76225	0.273375	0.295625	0.622625	1.2165	0.292625	0.489	0.695	3.082375	1.197625
FMNL1	-0.599375	-0.776625	-2.359125	-1.38025	-1.899125	-0.822625	-1.347875	-0.54	-1.726375	-1.689	-0.686125	-1.63175	-1.741625	-1.825625	-0.836875	-0.684	-0.412375	-1.934625	-0.511125	-1.684125	-1.601375	-0.83175	-1.39775	-0.6495	-1.751125	-1.725625	-0.98025	-1.037125	-1.608	-1.243	-0.7855	-1.587125	-0.452375	-0.039	-1.22475	-1.34525	-1.721125	-1.686875
SEPT7	-0.972153846153846	0.337846153846154	-0.774307692307692	-0.975923076923077	-0.486307692307692	-1.07515384615385	-0.486923076923077	-0.722923076923077	-0.802	-1.01223076923077	-0.825	-1.20007692307692	-1.64430769230769	-0.482769230769231	-0.856769230769231	0.111923076923077	-0.853076923076923	-0.308307692307692	-0.842153846153846	-1.58276923076923	-0.563153846153846	-1.23030769230769	-0.545538461538462	-0.0321538461538462	-0.274076923076923	-0.0796153846153846	-0.702538461538462	-0.514384615384615	-0.159769230769231	-1.57623076923077	-0.892076923076923	-1.08623076923077	-0.391615384615385	-0.541	-1.59184615384615	-1.01038461538462	-0.920923076923077	-1.12869230769231
GNLY	3.906	2.96766666666667	-0.342	1.441	0.133333333333333	3.94133333333333	3.754	3.81966666666667	0.224	4.60133333333333	4.65333333333333	3.27	4.82466666666667	1.77766666666667	1.43766666666667	2.722	3.56333333333333	1.25866666666667	4.15266666666667	4.52633333333333	2.29366666666667	5.323	2.963	1.09733333333333	0.648	4.19966666666667	0.927666666666667	4.21833333333333	3.99133333333333	2.377	5.173	2.209	3.499	2.79566666666667	3.548	3.97933333333333	3.72	1.915
GRAMD1C	0.329	1.983625	2.2845	1.3555	3.167125	-0.576875	2.72925	1.5565	1.96	1.66525	2.879	0.29625	2.198375	-1.094125	1.43575	-0.031125	2.68775	1.4455	2.32325	2.243375	3.150625	1.863	1.8955	1.044375	0.32425	2.116125	0.758	1.916125	2.0895	2.126125	1.40275	1.753875	0.629125	2.96175	0.960625	0.845875	1.56025	2.713375
ZNF165	0.6304	0.7396	2.0118	0.4442	0.2208	1.1934	0.4214	1.1874	2.3346	0.6636	0.5888	1.3378	0.9984	-0.4736	0.9092	-0.6164	0.488	1.384	0.725	0.9888	0.5544	1.7006	1.638	0.2838	-2.226	0.7444	0.7956	0.518	0.009	0.4878	1.1404	1.174	0.1386	0.6088	0.6234	2.0896	0.5642	-0.248
USP38	0.9112	0.715	-0.0732	-0.7124	-0.045	0.2098	0.2124	0.3944	0.9536	0.7966	-0.3098	0.109	-0.4552	-0.2956	0.1284	0.3978	0.5634	0.767	-1.1402	-0.19	0.1842	0.461	0.3792	0.5638	0.4266	0.431	0.208	0.1728	-0.0756	0.1472	0.849	-1.1152	-0.0596	0.4222	1.2146	0.7166	1.1676	-0.44
FAM83A	-1.05675	-1.044875	-1.21775	-1.770125	-1.601375	-0.565125	-1.01825	-1.47675	-1.5435	0.85825	-0.86275	-1.56225	-1.328	-1.069375	-0.21725	-2.031375	-0.42	0.800875	-0.495625	-1.47025	-1.848375	-0.309625	-1.6365	-2.021375	-1.44075	-0.12325	-1.91075	1.23575	-1.2455	-1.84975	-0.002875	-1.909	1.057375	-1.322375	-0.9965	0.601625	-1.679875	-1.7115
C14orf24	-0.0106875	-0.3088125	-0.0318125	-0.4145625	-0.1441875	-0.1545625	0.0706875	0.78675	-0.1849375	0.7355	-0.166875	0.553875	-0.2525	-0.2105625	0.4241875	-0.711125	-0.1013125	0.20225	-0.30975	-0.8698125	-0.29525	-0.0576250000000001	0.315	-0.1589375	0.3741875	0.4678125	-0.0286875	-0.0846249999999999	-0.0330625	-0.280625	-0.234875	-0.953375	0.561125	-0.145375	-0.1601875	-0.193	1.1785	-0.3943125
ARMCX3	0.6721	0.1853	-0.5532	0.4664	0.483	-0.9452	0.0743	-0.1018	-0.0685	0.1261	-0.2385	-1.5533	-0.8643	-0.6215	0.7946	1.2089	0.2852	0.3406	-1.3468	-0.791	0.3612	0.0402	-1.4812	0.2607	0.876	-0.3039	-0.6933	0.4276	0.6696	-0.7198	0.3886	-0.9635	0.6769	0.9649	-0.6171	0.1895	-0.2687	-0.053
ARHGDIB	-0.7365	-0.726	-2.41825	-1.446375	-2.550375	-0.901	-0.029125	0.29	-2.779375	-1.46725	-0.537875	-2.4425	-1.113875	-2.05825	-0.606625	-1.4815	0.1585	-2.88175	-0.97925	-1.197	-1.3715	-1.017625	-1.004375	-1.2245	-3.4925	-0.857625	-2.38825	-0.83875	-0.374	-1.768	-1.71675	-2.818875	0.179	0.450375	-0.39175	-1.10725	-0.623375	-1.113125
AK1	0.613363636363636	-0.258545454545455	-1.15754545454545	-0.449545454545455	0.0811818181818182	-0.0946363636363636	1.89990909090909	-0.290545454545455	-0.390272727272727	-0.0807272727272727	-0.294727272727273	-0.0702727272727273	1.64845454545455	-0.146545454545455	0.0162727272727273	0.253272727272727	2.02145454545455	0.0107272727272727	-0.0815454545454545	-0.474090909090909	1.02772727272727	0.0288181818181818	-0.338272727272727	-0.194090909090909	0.322181818181818	-0.0508181818181818	-0.390818181818182	-0.0818181818181818	0.96	-0.377727272727273	1.01845454545455	0.415090909090909	-0.470454545454546	-0.28	0.524545454545455	1.21990909090909	1.35827272727273	1.62081818181818
KIAA1045	0.4434	0.9864	1.2556	0.1398	0.7482	-0.1274	0.1956	0.745	3.5948	0.5398	-0.0062	3.0528	-0.4692	0.9204	0.0862	2.15	1.2582	0.2744	-0.1514	0.3086	0.941	-0.1174	0.4922	0.6504	-0.32925	0.3584	1.2428	1.4202	2.5824	0.2752	-0.0292	-0.17475	-0.127	0.273	0.3302	0.0182	0.5918	1.4654
DNAJB13	0.644	0.27375	0.334875	1.63925	0.156875	1.262625	1.307	0.306	1.355	0.731125	1.0345	1.78525	0.876875	0.594	0.43575	-0.017875	1.554	0.355125	0.798875	1.3375	1.3495	1.215375	0.960625	-0.00937499999999999	0.07175	1.326125	0.712125	0.8225	1.51975	0.90675	1.33825	0.606875	0.6535	0.234875	1.18775	1.070875	0.318375	1.70975
NEU2	0.0533333333333333	-0.0893333333333333	0.101666666666667	-0.130666666666667	-0.179	-0.0846666666666667	-0.210666666666667	0.229666666666667	-0.0866666666666667	-0.265	0.185	-0.165	-0.037	0.107333333333333	-0.017	0.056	-0.026	0.209333333333333	-0.0906666666666667	-0.268666666666667	-0.221333333333333	0.425666666666667	0.173	-0.074	0.233	0.016	0.00233333333333334	0.138	0.164	0.031	-0.033	-0.0326666666666667	-0.212666666666667	-0.248333333333333	0.168666666666667	0.0203333333333333	-0.285	0.134
HIST1H4B	-0.50125	-0.370875	0.2365	-0.1165	-0.652875	-0.465625	-0.70675	-1.208375	-0.091875	0.151125	0.077375	-0.714375	0.048375	0.787125	-0.805875	-1.328375	-1.631125	0.421875	-0.5385	0.202125	-1.33225	-0.572	0.74625	-0.4075	-0.787375	-0.752	-0.363875	-0.066	-0.874875	-1.128875	-1.00375	-0.057375	-0.228	-0.800625	-0.288625	-0.58875	0.02175	-0.64075
FAM20B	-0.224615384615384	-0.506615384615385	-0.435692307692308	-0.806	-0.0355384615384616	-0.421538461538462	-0.908846153846154	-1.14607692307692	-0.186692307692308	-0.613384615384615	-0.505615384615385	-0.0180769230769231	-0.781923076923077	-0.165538461538462	-0.441923076923077	-0.552538461538462	-0.812538461538462	-0.431	-0.769923076923077	-1.17053846153846	-0.878153846153846	-0.245923076923077	-0.699615384615384	0.194846153846154	0.122846153846154	-0.246076923076923	-0.499692307692308	0.00669230769230773	-0.545076923076923	-0.499615384615385	-0.138384615384615	-0.106769230769231	-0.0856923076923077	-0.502461538461538	-0.270230769230769	-0.807769230769231	-1.03530769230769	-1.05392307692308
HES2	1.15578947368421	1.19521052631579	-0.224789473684211	0.545894736842105	0.562842105263158	0.0134736842105263	1.20936842105263	0.172	0.664736842105263	1.55136842105263	0.0366842105263158	1.40221052631579	1.69084210526316	-0.150105263157895	0.738157894736842	0.660315789473684	0.976684210526316	1.54968421052632	0.160210526315789	2.09573684210526	0.564263157894737	-0.151052631578947	1.35863157894737	-0.304947368421053	-0.191473684210526	0.380842105263158	0.968736842105263	-0.262210526315789	0.00336842105263157	-0.0461578947368421	0.218263157894737	-0.379894736842105	-0.178263157894737	-0.185421052631579	0.360789473684211	0.464526315789474	1.82163157894737	0.995
FAM73B	0.389538461538462	-0.0143846153846154	-0.494230769230769	-0.0772307692307692	-0.286615384615385	-0.210461538461538	-0.657153846153846	-0.365461538461538	-0.552	-0.631384615384615	-0.162769230769231	-0.00676923076923079	-0.172230769230769	-0.463769230769231	-0.177923076923077	-0.214692307692308	-0.387076923076923	0.635384615384615	-0.136538461538462	-0.381230769230769	-0.561692307692308	-0.136307692307692	-0.276153846153846	-0.289769230769231	-0.409307692307692	-0.352384615384615	-0.292846153846154	-0.373	-0.587461538461538	-0.132384615384615	-0.269538461538462	0.143153846153846	-0.597923076923077	0.0251538461538462	-0.178384615384615	-0.263615384615385	0.277384615384615	-0.385076923076923
LOC388381	-0.5476	-0.2168	0.5106	0.4498	-0.4494	0.7994	0.5246	-0.1582	1.4198	0.5044	0.187	0.1626	0.5552	0.1528	-0.1432	0.1904	0.6886	2.4042	0.0482	0.5956	0.5462	0.5968	0.2414	-0.3388	0.4862	-0.0974	0.7994	-0.1238	0.2514	-0.0434	-0.28	-0.5336	0.2886	0.2258	-0.28	0.557	-0.1126	0.44
INTS7	-0.0988571428571429	-0.603857142857143	-0.727928571428571	-0.614928571428571	-0.193428571428571	-0.337142857142857	-1.0145	-0.751142857142857	0.0472857142857143	-0.867857142857143	-0.410785714285714	-0.556714285714286	-0.921928571428571	-0.443642857142857	0.0877142857142857	0.005	-1.04928571428571	-0.520214285714286	-0.524785714285714	-0.858071428571429	-1.33185714285714	-0.560142857142857	-1.03907142857143	-0.153357142857143	-0.415571428571429	-1.01214285714286	-0.388	-0.0879285714285714	-1.43142857142857	-0.4695	-1.12635714285714	-0.361	-0.269	-1.08914285714286	-1.0745	-0.462571428571429	-0.824428571428571	-1.32178571428571
AMPH	1.82333333333333	0.388833333333333	0.779333333333333	-0.4375	-0.223666666666667	-0.274333333333333	0.99	0.662833333333333	0.404833333333333	-0.45	-0.463	-0.236833333333333	-0.525333333333333	0.250333333333333	0.298166666666667	-0.152833333333333	1.33216666666667	-0.279333333333333	-0.3775	0.311	2.21083333333333	0.032	-0.0535	0.7925	3.2905	-0.223833333333333	0.308666666666667	-0.0651666666666667	1.1215	-0.2405	0.733666666666667	-0.155166666666667	-0.5945	0.264	0.147666666666667	0.34	0.3545	2.01483333333333
ZNF775	-0.5958	-0.3519	-0.3498	-0.0977	0.0392	0.1804	-0.2855	-0.1992	-0.4315	-0.0549	-0.4721	0.3873	0.515	-0.2951	-0.7676	-0.4191	-0.5133	-0.3923	0.2803	-0.0478	-0.3667	0.0293	0.249	-0.4014	-0.3101	-0.4612	-0.2045	-0.7228	-0.1755	-0.2759	-0.4808	0.2695	-0.4138	-0.7385	0.0226	-0.2277	0.5623	0.036
UCKL1	0.444875	0.022125	-0.024625	0.885625	-0.58675	-0.016125	-0.66875	-0.292875	-0.132	-0.4125	-0.37825	0.128375	-0.341125	0.378	-0.454125	0.565125	0.009375	0.63625	0.489375	-0.08225	-0.661125	0.160375	-0.566625	-0.15575	-0.734	-0.42175	0.10475	-0.50125	-0.771	0.60575	-0.290875	0.31175	-0.300625	-0.158875	0.05075	0.162125	-0.6915	-0.96975
C10orf97	-0.2254	-0.924	-1.0514	-0.4952	-0.2124	-0.5904	0.101	-0.4768	0.0464	-0.5014	-0.2204	-1.1498	-2.024	0.5932	-0.6668	0.4466	0.1788	0.903	-0.721	-0.399	0.0126	0.0306	-1.3774	-0.2004	1.017	0.9614	0.4984	0.0594	0.2396	-1.7132	-0.9742	-0.527	-0.0276	-0.1872	-0.3546	-0.058	-0.3188	-1.0816
C1orf161	0.554666666666667	0.54	0.0823333333333333	0.397333333333333	0.1775	0.4365	0.260833333333333	0.240333333333333	0.129	0.643833333333333	0.3285	0.672666666666667	0.858	0.3045	0.352666666666667	-0.0358333333333333	0.1825	0.0435	1.21516666666667	1.45166666666667	-0.00100000000000001	1.313	0.628833333333333	0.1205	0.123333333333333	0.570666666666667	0.2545	0.451666666666667	0.312666666666667	0.408833333333333	0.391833333333333	0.425	0.546166666666667	0.115333333333333	0.605833333333333	0.743	0.782833333333333	0.376166666666667
ALDH1L1	-0.2606	1.236	0.963	-0.4698	0.828	0.294	1.0272	0.3344	0.8464	1.1194	0.2786	-0.4482	0.2888	0.2842	-0.3258	-0.1722	1.5614	0.6688	0.1774	0.4492	1.2378	0.4454	-0.3174	-0.2352	-0.2952	-0.0798	1.6088	-0.2292	1.3926	-0.3268	-0.1388	-0.2224	-0.1284	0.6382	1.525	0.1846	2.6912	0.6154
FLJ39378	-0.464454545454545	-2.01858731750028e-17	0.514545454545455	0.095	0.118	-0.496727272727273	-0.345454545454545	0.110363636363636	0.478545454545455	-0.716363636363637	-0.248	-0.634090909090909	-0.122090909090909	-0.142363636363636	-1.09536363636364	0.248727272727273	-0.0607272727272727	-0.101454545454545	0.421181818181818	-0.491181818181818	0.0182727272727273	0.516	-0.326181818181818	0.0660909090909091	0.158909090909091	-1.12336363636364	-0.0128181818181818	-0.187727272727273	-0.0675454545454546	-0.239	-0.496727272727273	0.777545454545454	-0.678090909090909	-0.0727272727272727	-0.454636363636364	-0.408363636363636	-1.05181818181818	0.150727272727273
SLC23A1	-1.432	-0.702333333333333	-0.29	-0.912666666666667	-0.400333333333333	-1.212	2.98833333333333	-0.933333333333333	-0.662666666666667	-0.500666666666667	-0.836333333333333	-0.97	1.05366666666667	-1.63266666666667	1.28	-1.52166666666667	3.74033333333333	0.302666666666667	-1.48933333333333	0.782333333333333	3.36666666666667	-1.01233333333333	-1.38866666666667	-1.51633333333333	-1.54066666666667	-0.374	-1.24066666666667	-1.191	1.882	-2.44533333333333	-1.467	-1.329	-1.232	-1.73933333333333	-1.36333333333333	-0.976333333333333	0.418666666666667	4.84766666666667
RBM4B	-0.4928	-0.515	0.1836	0.3226	0.2704	0.2114	0.4286	-0.5558	-0.6842	-0.167	-0.000800000000000001	0.0736	-0.2562	-0.7574	0.3014	-0.2098	0.7004	0.5682	-0.3642	-0.3052	0.6244	0.1222	0.0738	0.2628	-0.4308	0.563	0.1186	0.4062	0.3068	-0.3962	0.4252	0.5568	-0.1306	-0.6042	0.151	-0.2748	-0.297	0.273
THAP4	-0.669875	-0.191875	0.285125	-0.296875	-0.195125	0.191125	-0.13625	-0.333	0.12875	-0.2345	-0.016625	0.09675	0.544875	0.143625	-0.80925	0.526875	0.422375	0.3265	0.480125	0.172125	0.08675	0.679375	0.464625	0.354125	-0.1335	-0.002625	0.10875	-0.1315	-0.1625	0.4725	0.208	-0.1015	-0.3535	-0.44875	0.31575	-0.306875	0.47675	0.1755
OGFRL1	-0.023	0.3296	-2.1496	-0.155	-2.9396	0.1534	-0.2422	1.3606	-0.5296	-0.1534	-0.0996	-1.7952	0.894	-0.4932	0.1922	-0.2814	-1.0026	-2.2684	0.964	0.2198	-1.2648	0.3362	1.3856	-0.1678	0.9222	-0.75	-1.4844	-0.5328	-0.3674	0.3064	-0.3186	-2.3952	0.493	0.646	-0.1896	-0.3388	-0.8928	-0.0058
KIAA0831	0.00790909090909091	-0.167272727272727	0.819363636363637	0.377272727272727	0.939272727272727	0.0358181818181818	0.483454545454545	0.695	0.596636363636364	-0.0851818181818182	0.479636363636364	1.41	-0.0291818181818182	0.429636363636364	0.00554545454545453	0.580636363636364	0.0319090909090909	0.283727272727273	0.567727272727273	-0.188181818181818	0.704727272727273	0.158272727272727	0.284818181818182	0.288636363636364	0.332727272727273	0.00581818181818182	0.440454545454545	-0.515727272727273	0.745454545454545	-0.039	-0.197181818181818	0.675181818181818	0.370272727272727	0.734636363636364	-0.537181818181818	-0.117	-0.203	0.270363636363636
PPP1R15A	-1.371625	-1.01025	-1.46325	-0.661375	-1.524625	-1.2465	-0.369125	-0.956375	-1.375125	-0.812875	-1.07525	-1.15925	-0.772125	-0.448	-1.624125	-1.07575	-0.14675	-1.617625	-0.73075	-1.32625	-1.456125	-1.3595	-0.163	-1.57225	-0.47	-1.37	-0.810875	-1.171	-1.349875	-0.698625	-1.02475	1.885375	-1.089625	-1.456375	-0.67175	-0.138	-1.140125	-0.865375
C1orf96	-0.588052631578947	0.154	-0.144157894736842	-0.137578947368421	-0.181105263157895	-0.707526315789474	-1.25973684210526	-0.192052631578947	0.537947368421053	-0.264526315789474	-0.936421052631579	-0.281210526315789	-0.0452631578947368	0.322894736842105	-0.440631578947368	-0.115789473684211	-1.71521052631579	-0.39621052631579	-0.260105263157895	-0.451421052631579	-1.38626315789474	-0.259421052631579	0.292368421052632	-0.0342105263157895	0.442842105263158	-0.254631578947368	-0.110894736842105	-0.215947368421053	-1.38578947368421	-0.400210526315789	-0.293368421052632	-0.277526315789474	0.639263157894737	-0.478473684210526	-1.45089473684211	-0.758526315789474	-1.06678947368421	-1.10636842105263
C12orf11	0.215	-0.2878	0.037	-0.1994	-0.5126	-0.2704	-0.6414	-0.55	0.3028	-0.6102	-1.0142	0.197	-0.6682	0.2578	-0.0162	1.0034	-0.9884	-0.1488	-0.6766	1.694	-1.0466	0.1184	-0.5072	0.3176	-0.174	-0.5566	-0.1398	0.7642	-1.0316	-0.8468	-0.9062	-0.0812	-0.483	-1.2274	-0.4138	-0.144	-1.3636	-0.548
BMF	0.609909090909091	0.801818181818182	1.68563636363636	2.28236363636364	-0.674818181818182	0.113818181818182	0.126	1.21172727272727	1.06772727272727	1.36645454545455	0.961545454545455	0.584454545454545	1.13645454545455	0.706636363636364	0.759363636363636	2.00154545454545	0.0951818181818182	1.19290909090909	1.36090909090909	-0.277181818181818	0.242363636363636	0.926727272727273	0.716454545454545	2.39045454545455	-1.16927272727273	0.364090909090909	1.51345454545455	-0.120090909090909	0.941818181818182	1.00945454545455	-0.0563636363636364	1.449	0.714181818181818	2.22445454545455	1.38018181818182	1.10763636363636	0.646454545454545	0.189454545454545
MAN1A1	-1.45381818181818	-1.37154545454545	-2.52145454545455	-3.3556	-3.39881818181818	-2.31363636363636	-1.51318181818182	-0.868909090909091	-2.78763636363636	-2.3492	-3.01363636363636	-3.04545454545455	-2.9616	-3.3871	-0.131818181818182	-1.70918181818182	-1.08181818181818	-3.11163636363636	-0.947	-0.718909090909091	-1.74954545454545	-2.9285	-2.21236363636364	-1.93509090909091	0.367181818181818	-1.15872727272727	-2.08490909090909	-1.84090909090909	-1.029	-2.19409090909091	-2.67527272727273	-3.64254545454545	-1.6527	-0.381818181818182	-1.11936363636364	-1.80972727272727	0.387363636363636	-3.57027272727273
KIAA1600	-0.686375	-0.289625	0.6165	0.4675	0.786	-0.0865	0.1135	-0.125375	-0.247625	0.397625	-0.229875	-0.236875	-0.14025	-0.133625	-0.822625	1.030625	0.05475	-0.4375	-0.072875	-1.083125	0.429125	-0.372	-0.131625	-0.3005	0.2475	0.019375	0.0835	-0.447125	0.803625	-0.28025	0.26325	-0.230875	-0.239375	0.055875	0.161375	-0.1005	-0.300375	0.349125
NLGN4X	1.611	0.1414	0.3294	-0.744	3.8124	-1.209	1.8168	0.2698	2.2806	-0.5402	1.4374	-1.172	-0.9766	-0.802	2.7072	2.2824	1.585	0.6666	-0.8244	-0.8746	2.5064	-2.43	-0.9682	2.3066	-2.0298	-0.3394	1.8262	-1.8074	1.4982	-1.6498	-0.5734	-1.3658	-0.8914	-0.7156	-0.5538	-0.8004	0.352	1.3246
ALOX12	-0.336125	-0.246625	-0.39875	-0.1675	-0.264	0.96	0.316375	-0.294875	0.08875	0.096375	-0.367125	1.37025	0.480625	-0.13525	0.092	-0.274	0.14525	-0.293875	0.131125	0.218625	-0.205125	0.862	-0.249	-0.335	-0.34075	-0.03725	-0.1505	-0.226625	-0.21875	2.865375	-0.480875	1.425875	0.72125	-0.345	-0.409375	-0.240125	-0.075875	0.06725
RB1CC1	0.0022857142857143	-0.0151428571428572	-0.322285714285714	0.0691428571428571	-0.019	0.0125	0.182857142857143	0.1395	0.217785714285714	0.6335	-0.11	0.109928571428571	0.0114285714285714	0.96	0.612714285714286	0.545571428571429	0.2815	0.00535714285714285	0.278214285714286	1.36978571428571	-0.192357142857143	-0.134714285714286	1.18164285714286	0.105357142857143	0.559428571428571	-0.133142857142857	0.177857142857143	0.146714285714286	0.0505714285714286	0.118857142857143	0.431571428571429	0.176642857142857	0.117571428571429	0.337785714285714	0.773214285714286	0.530928571428571	-0.428785714285714	-0.0607857142857142
NEIL2	0.667153846153846	-0.199307692307692	0.422153846153846	0.781538461538462	0.921538461538462	-0.218230769230769	0.929	-0.339692307692308	1.18807692307692	0.142769230769231	0.325076923076923	0.736769230769231	0.132461538461538	-0.419692307692308	0.297538461538462	-0.210846153846154	1.12361538461538	0.100307692307692	-0.658769230769231	-0.0678461538461539	1.42069230769231	-0.295153846153846	-0.752	0.351538461538462	1.09938461538462	-0.200076923076923	-0.359769230769231	0.980461538461538	0.818461538461538	0.483769230769231	-0.0211538461538462	1.06253846153846	-0.389769230769231	0.673923076923077	0.677923076923077	0.0303846153846154	-0.132923076923077	1.10007692307692
EIF4E	-0.00758620689655174	0.187068965517241	-0.188344827586207	-0.610793103448276	-0.153103448275862	0.00975862068965513	0.125551724137931	-0.370896551724138	-0.00627586206896551	0.134	-0.887172413793103	-1.10610344827586	-0.735413793103448	-0.0743448275862069	-0.472241379310345	-0.521586206896552	-0.283206896551724	0.3	-1.08272413793103	0.492275862068965	-0.12651724137931	-0.222137931034483	-0.844172413793103	0.162896551724138	0.777586206896552	-0.178724137931034	-0.0462068965517241	-0.316965517241379	-0.00524137931034481	-0.824551724137931	-0.345586206896552	-1.03420689655172	-0.165862068965517	-0.116241379310345	0.0928965517241379	0.495413793103448	0.595206896551724	-0.0894137931034483
ABHD5	0.1166	-0.4698	-0.8658	-1.4234	-1.2798	-0.0666	-0.0434	0.322	-0.2028	-0.4648	-0.0564	-0.2156	-0.1438	-0.567	0.4962	-1.7848	-0.5302	-0.4038	-1.165	-0.7672	-1.252	-0.8352	-0.1022	-0.4686	0.6556	-0.2536	-0.4352	-0.6242	-0.9014	-0.6752	0.57	-1.2842	1.0936	0.3506	-0.2186	-0.5006	1.083	-1.1784
EXOC4	-0.0725	-0.5685	0.025375	-0.3	0.46225	0.34675	0.30625	-0.79875	-0.34775	-0.1345	0.17925	-0.069875	-0.542625	-0.0755	-0.22525	0.367625	0.05275	-0.3275	0.250875	-0.564375	0.124375	-0.476375	-0.6145	0.435125	0.54475	-0.562	-0.134375	0.1055	-0.30925	0.05975	-0.9385	0.93225	0.012375	0.529375	-0.359	-0.765375	-0.353625	-0.32425
CIP29	-0.168625	0.573375	-0.019125	0.40825	0.464375	0.50275	0.08875	0.796375	1.562125	1.288625	0.128125	0.436375	0.138875	0.727875	0.315875	0.14425	-0.67	0.601	0.129125	0.27525	-0.010875	0.072625	-0.35275	-0.011625	0.746375	-0.101125	1.163625	0.308125	-0.04475	-0.025875	0.6145	0.404125	0.53175	0.736	-0.080875	0.36725	-0.353	-0.5165
BATF2	2.1314	2.5206	-0.0818	0.4118	0.3064	1.6274	1.0178	3.4946	1.4546	3.3386	0.9682	-0.1592	2.5178	-0.1228	0.6526	0.2486	0.5656	-0.7864	2.661	2.937	0.7076	2.6936	2.6708	-0.8164	0.0158	1.0888	-0.141	3.2286	1.9782	1.1688	2.1286	-0.8762	2.57	0.9558	0.0646	3.2236	4.4604	0.9066
SLC29A4	-0.194818181818182	-0.231	0.584	-0.351181818181818	-0.356545454545454	-0.269818181818182	-0.275272727272727	-0.120090909090909	-0.183	0.00209090909090909	-0.581090909090909	-0.165	0.325181818181818	0.154909090909091	-0.457090909090909	0.618090909090909	-0.307454545454545	-0.182636363636364	-0.206454545454545	0.0390909090909091	-0.619363636363636	-0.314090909090909	0.231	0.551363636363637	0.157090909090909	-0.338727272727273	0.532818181818182	-0.388363636363636	-0.433636363636364	-0.463272727272727	0.351363636363636	-0.367545454545455	-0.162636363636364	-0.328181818181818	-0.00345454545454546	-0.0116363636363636	-0.00136363636363632	-0.102363636363636
HTR4	0.167666666666667	0.385833333333333	0.327833333333333	0.016	0.176166666666667	0.219166666666667	0.408666666666667	0.215666666666667	0.216	0.255833333333333	0.104166666666667	0.127166666666667	-0.199833333333333	0.230666666666667	0.0223333333333333	0.308333333333333	0.155333333333333	0.1565	0.0861666666666667	0.469333333333333	0.234333333333333	0.0706666666666667	0.134833333333333	0.1015	0.4745	0.2665	0.245166666666667	0.150833333333333	1.32583333333333	0.0488333333333334	0.219	0.208333333333333	0.404166666666667	0.235333333333333	-0.0411666666666667	0.1875	3.5915	0.83
EMB	-1.7376	-1.1106	-1.4902	-2.4244	-3.7754	-2.466	-1.2446	-0.5082	-1.3524	-2.4036	-1.7596	-1.7632	-3.339	-1.7856	0.1488	-2.0314	-0.8936	-0.918	-2.0758	-0.9568	-1.965	-1.347	-2.6052	-2.5346	-5.1688	-2.9748	-2.8832	-2.5172	-0.9894	-2.0306	-0.5872	-2.6166	-1.3638	-0.4628	-1.7728	-0.9402	-1.1892	-2.0296
